ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,neg_log10_adjP,DEG_status
231773_at,1.43e-12,5.31e-14,-8.8305019,21.346742,-1.59919781,ANGPTL1,angiopoietin like 1,11.8446639625349,Down
235331_x_at,1.46e-12,5.44e-14,-8.8257646,21.3237942,-1.03505245,PCGF5,polycomb group ring finger 5,11.8356471442156,Down
206685_at,1.54e-12,5.76e-14,-8.814006,21.266839,-1.13817182,HCG4,HLA complex group 4 (non-protein coding),11.8124792791635,Down
219046_s_at,1.57e-12,5.85e-14,-8.8107709,21.2511702,-1.03216995,PKNOX2,PBX/knotted 1 homeobox 2,11.8041003475908,Down
201431_s_at,1.58e-12,5.93e-14,8.8080541,21.2380122,1.11968381,DPYSL3,dihydropyrimidinase like 3,11.8013429130456,Up
232874_at,1.64e-12,6.14e-14,8.8008373,21.2030619,1.58154193,DOCK9,dedicator of cytokinesis 9,11.7851561519523,Up
203939_at,1.65e-12,6.19e-14,8.7992358,21.1953064,1.40146282,NT5E,5'-nucleotidase ecto,11.7825160557861,Up
221868_at,1.65e-12,6.2e-14,-8.7990234,21.1942779,-1.00035343,PAIP2B,poly(A) binding protein interacting protein 2B,11.7825160557861,Down
232105_at,1.71e-12,6.43e-14,8.7913933,21.1573293,1.01917269,BLACAT1,bladder cancer associated transcript 1 (non-protein coding),11.7670038896078,Up
225496_s_at,1.79e-12,6.78e-14,8.7807203,21.1056509,1.07249813,SYTL2,synaptotagmin like 2,11.7471469690201,Up
229225_at,1.81e-12,6.85e-14,8.7785954,21.0953627,1.09840524,NRP2,neuropilin 2,11.7423214251308,Up
212013_at,1.88e-12,7.11e-14,8.7711725,21.059425,1.31452773,PXDN,peroxidasin,11.7258421507363,Up
204724_s_at,1.91e-12,7.24e-14,-8.7674432,21.0413712,-2.66175777,COL9A3,collagen type IX alpha 3 chain,11.7189666327523,Down
202729_s_at,1.91e-12,7.26e-14,8.7667049,21.037797,1.61310243,LTBP1,latent transforming growth factor beta binding protein 1,11.7189666327523,Up
244297_at,1.93e-12,7.35e-14,-8.7642616,21.0259692,-1.27632541,ANKRD18A,ankyrin repeat domain 18A,11.7144426909922,Down
229441_at,1.94e-12,7.39e-14,8.7631059,21.0203745,1.65401827,PRSS23,"protease, serine 23",11.7121982700698,Up
213664_at,1.94e-12,7.4e-14,-8.7628224,21.0190023,-1.30578817,SLC1A1,solute carrier family 1 member 1,11.7121982700698,Down
238593_at,1.97e-12,7.55e-14,8.7587281,20.9991829,1.66161458,C11orf80,chromosome 11 open reading frame 80,11.7055337738384,Up
212543_at,1.97e-12,7.55e-14,8.7587081,20.9990864,1.1037709,AIM1,absent in melanoma 1,11.7055337738384,Up
232304_at,1.98e-12,7.58e-14,8.7580288,20.9957983,2.04927855,PELI1,pellino E3 ubiquitin protein ligase 1,11.7033348097385,Up
41037_at,1.98e-12,7.59e-14,-8.7576838,20.994128,-1.04060763,TEAD4,TEA domain transcription factor 4,11.7033348097385,Down
239340_at,2e-12,7.68e-14,-8.7552401,20.9822994,-1.24083854,ZNF536,zinc finger protein 536,11.698970004336,Down
1556185_a_at,2.01e-12,7.71e-14,8.7544545,20.9784971,1.12561706,,,11.6968039425795,Up
219895_at,2.07e-12,7.96e-14,8.7478607,20.9465817,2.85094767,TMEM255A,transmembrane protein 255A,11.6840296545431,Up
211981_at,2.08e-12,7.99e-14,8.7470977,20.942889,1.01339641,COL4A1,collagen type IV alpha 1 chain,11.6819366650372,Up
230836_at,2.09e-12,8.07e-14,8.745263,20.9340093,1.67449555,ST8SIA4,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4",11.6798537138889,Up
204082_at,2.13e-12,8.21e-14,8.741696,20.9167458,1.2014499,PBX3,PBX homeobox 3,11.6716203965613,Up
219525_at,2.14e-12,8.28e-14,8.7398318,20.9077239,1.03778583,SLC47A1,solute carrier family 47 member 1,11.6695862266508,Up
217986_s_at,2.19e-12,8.49e-14,8.7349244,20.8839745,1.0513614,BAZ1A,bromodomain adjacent to zinc finger domain 1A,11.6595558851599,Up
230900_at,2.2e-12,8.55e-14,-8.7333635,20.8764213,-1.17414809,CCDC110,coiled-coil domain containing 110,11.6575773191778,Down
214433_s_at,2.2e-12,8.52e-14,-8.7341349,20.8801539,-1.06393117,SELENBP1,selenium binding protein 1,11.6575773191778,Down
213900_at,2.22e-12,8.6e-14,-8.7321748,20.870669,-1.05072412,FAM189A2,family with sequence similarity 189 member A2,11.6536470255494,Down
206201_s_at,2.27e-12,8.87e-14,-8.7259868,20.8407252,-1.33349692,MEOX2,mesenchyme homeobox 2,11.6439741428069,Down
1558077_s_at,2.31e-12,9.03e-14,-8.7221803,20.8223065,-1.10062474,MDH1B,malate dehydrogenase 1B,11.6363880201079,Down
230030_at,2.32e-12,9.06e-14,8.7214599,20.8188211,3.67691357,HS6ST2,heparan sulfate 6-O-sulfotransferase 2,11.6345120151091,Up
1555434_a_at,2.44e-12,9.57e-14,-8.7103842,20.7652343,-1.19692623,SLC39A14,solute carrier family 39 member 14,11.6126101736613,Down
212558_at,2.49e-12,9.79e-14,8.7058112,20.743111,1.21168937,SPRY1,sprouty RTK signaling antagonist 1,11.6038006529043,Up
204944_at,2.6e-12,1.03e-13,8.6961871,20.6965551,1.42423948,PTPRG,"protein tyrosine phosphatase, receptor type G",11.5850266520292,Up
213543_at,2.61e-12,1.03e-13,-8.6954804,20.693137,-1.51288818,SGCD,sarcoglycan delta,11.5833594926617,Down
215785_s_at,2.64e-12,1.05e-13,8.6921818,20.6771816,1.2441679,CYFIP2,cytoplasmic FMR1 interacting protein 2,11.5783960731302,Up
200648_s_at,2.64e-12,1.05e-13,-8.6923919,20.6781976,-1.11304315,GLUL,glutamate-ammonia ligase,11.5783960731302,Down
219671_at,2.66e-12,1.05e-13,8.690722,20.6701206,1.61592445,HPCAL4,hippocalcin like 4,11.5751183633689,Up
239123_at,2.69e-12,1.06e-13,8.6887,20.6603407,1.65531188,TSC22D1,TSC22 domain family member 1,11.5702477199976,Up
217202_s_at,2.77e-12,1.1e-13,-8.6819239,20.627568,-1.10716814,GLUL,glutamate-ammonia ligase,11.5575202309356,Down
232116_at,2.81e-12,1.11e-13,8.6792972,20.6148647,1.00567447,GRHL3,grainyhead like transcription factor 3,11.5512936800949,Up
1552767_a_at,2.89e-12,1.15e-13,8.6722425,20.5807488,3.64277549,HS6ST2,heparan sulfate 6-O-sulfotransferase 2,11.5391021572435,Up
235561_at,2.89e-12,1.15e-13,-8.6729592,20.5842146,-1.42147091,TXNL1,thioredoxin like 1,11.5391021572435,Down
218952_at,2.92e-12,1.17e-13,8.6699247,20.569541,1.70773336,PCSK1N,proprotein convertase subtilisin/kexin type 1 inhibitor,11.5346171485516,Up
1556667_at,2.95e-12,1.18e-13,-8.6675719,20.5581639,-1.28864553,FTCDNL1,formiminotransferase cyclodeaminase N-terminal like,11.5301779840218,Down
205402_x_at,3e-12,1.2e-13,8.6641576,20.5416546,2.95947939,PRSS2,"protease, serine 2",11.5228787452803,Up
205054_at,3.06e-12,1.23e-13,-8.6597999,20.5205846,-2.40943221,NEB,nebulin,11.5142785735184,Down
219529_at,3.09e-12,1.24e-13,-8.657455,20.5092471,-1.26651063,CLIC3,chloride intracellular channel 3,11.5100415205752,Down
227475_at,3.22e-12,1.3e-13,8.6483707,20.4653281,1.78201228,FOXQ1,forkhead box Q1,11.4921441283042,Up
236446_at,3.22e-12,1.3e-13,-8.6481413,20.4642193,-1.02382966,,,11.4921441283042,Down
217452_s_at,3.4e-12,1.37e-13,-8.6363906,20.4074174,-1.11897979,B3GALT2,"beta-1,3-galactosyltransferase 2",11.4685210829577,Down
220595_at,3.41e-12,1.38e-13,8.6357662,20.4043993,3.10003302,PDZRN4,PDZ domain containing ring finger 4,11.4672456210075,Up
221900_at,3.55e-12,1.44e-13,8.6266538,20.3603565,1.72100082,COL8A2,collagen type VIII alpha 2 chain,11.4497716469449,Up
221874_at,3.55e-12,1.44e-13,-8.6262898,20.3585974,-1.54036948,KIAA1324,KIAA1324,11.4497716469449,Down
219127_at,3.69e-12,1.51e-13,-8.6178414,20.3177693,-1.28071407,PRR15L,proline rich 15 like,11.4329736338409,Down
222020_s_at,3.91e-12,1.6e-13,8.6056008,20.2586222,1.41632101,LOC102725271///NTM,neurotrimin-like///neurotrimin,11.4078232426041,Up
205501_at,3.99e-12,1.64e-13,-8.6008396,20.2356185,-1.440568,PDE10A,phosphodiesterase 10A,11.3990271043133,Down
235460_at,4.07e-12,1.67e-13,8.5965373,20.2148332,1.25696506,SNX22,sorting nexin 22,11.3904055907748,Up
226372_at,4.1e-12,1.68e-13,8.5949088,20.206966,1.14657467,CHST11,carbohydrate (chondroitin 4) sulfotransferase 11,11.3872161432803,Up
210845_s_at,4.11e-12,1.69e-13,8.594016,20.2026531,1.65791054,PLAUR,"plasminogen activator, urokinase receptor",11.3861581781239,Up
233527_at,4.48e-12,1.86e-13,-8.5747635,20.1096586,-1.31173398,LOC101929340,uncharacterized LOC101929340,11.3487219860019,Down
202478_at,4.67e-12,1.94e-13,8.565815,20.0664431,1.01868689,TRIB2,tribbles pseudokinase 2,11.3306831194339,Up
207981_s_at,4.74e-12,1.98e-13,-8.5620825,20.0484191,-1.49874696,ESRRG,estrogen related receptor gamma,11.3242216583259,Down
203851_at,4.93e-12,2.07e-13,8.553143,20.0052548,1.72324115,IGFBP6,insulin like growth factor binding protein 6,11.3071530807228,Up
206114_at,4.93e-12,2.06e-13,8.5533074,20.0060485,1.32037915,EPHA4,EPH receptor A4,11.3071530807228,Up
235019_at,5e-12,2.1e-13,8.5499281,19.989733,1.25645862,CPM,carboxypeptidase M,11.301029995664,Up
229687_s_at,5.01e-12,2.1e-13,-8.5495091,19.9877101,-1.12884044,PRDM11,PR/SET domain 11,11.3001622741328,Down
235977_at,5.09e-12,2.14e-13,8.545832,19.9699577,1.67901182,LONRF2,LON peptidase N-terminal domain and ring finger 2,11.2932822176632,Up
228061_at,5.14e-12,2.17e-13,-8.5434942,19.9586721,-1.01457009,CCDC126,coiled-coil domain containing 126,11.2890368810047,Down
223523_at,5.19e-12,2.19e-13,8.5413991,19.9485576,1.94068058,TMEM108,transmembrane protein 108,11.2848326421515,Up
228563_at,5.36e-12,2.27e-13,8.5343222,19.9143966,1.03537073,GJC1,gap junction protein gamma 1,11.2708352103072,Up
203186_s_at,5.96e-12,2.54e-13,8.5107791,19.8007757,1.31889627,S100A4,S100 calcium binding protein A4,11.2247537402598,Up
228381_at,6.01e-12,2.57e-13,-8.5088019,19.7912354,-1.05461115,ATF7IP2,activating transcription factor 7 interacting protein 2,11.2211255279973,Down
201645_at,6.07e-12,2.6e-13,8.5061255,19.7783217,2.82004592,TNC,tenascin C,11.2168113089247,Up
228653_at,6.07e-12,2.6e-13,-8.5063067,19.7791958,-1.5105846,SAMD5,sterile alpha motif domain containing 5,11.2168113089247,Down
209652_s_at,6.07e-12,2.6e-13,-8.5064634,19.7799518,-1.35800601,PGF,placental growth factor,11.2168113089247,Down
229490_s_at,6.07e-12,2.6e-13,8.5062916,19.7791231,1.02227253,,,11.2168113089247,Up
226733_at,6.11e-12,2.62e-13,-8.5049144,19.7724781,-1.20834162,PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2",11.2139587897574,Down
238846_at,6.16e-12,2.64e-13,-8.5028676,19.762603,-1.21961119,TNFRSF11A,TNF receptor superfamily member 11a,11.2104192878356,Down
206470_at,6.21e-12,2.66e-13,8.5013527,19.7552938,1.64984373,PLXNC1,plexin C1,11.2069083998234,Up
203021_at,6.58e-12,2.83e-13,8.4884087,19.6928505,2.08967602,SLPI,secretory leukocyte peptidase inhibitor,11.181774106386,Up
208221_s_at,6.71e-12,2.9e-13,8.4839001,19.6711034,1.86302102,SLIT1,slit guidance ligand 1,11.173277479831,Up
228865_at,6.71e-12,2.9e-13,8.4837911,19.6705778,1.42618315,C1orf116,chromosome 1 open reading frame 116,11.173277479831,Up
228062_at,6.71e-12,2.9e-13,-8.4839155,19.6711777,-1.01618802,NAP1L5,nucleosome assembly protein 1 like 5,11.173277479831,Down
225710_at,6.78e-12,2.93e-13,8.4815352,19.6596969,1.21621349,GNB4,G protein subunit beta 4,11.1687703061329,Up
203963_at,6.83e-12,2.96e-13,8.4798915,19.651769,2.54847323,CA12,carbonic anhydrase 12,11.1655792963185,Up
229912_at,7.17e-12,3.12e-13,8.4690977,19.5997146,1.62156789,SDK1,sidekick cell adhesion molecule 1,11.1444808443322,Up
241337_at,7.32e-12,3.19e-13,8.4642733,19.576451,1.32468298,LOC101929465,uncharacterized LOC101929465,11.1354889189416,Up
204030_s_at,7.79e-12,3.41e-13,8.4503214,19.5091836,1.03890939,IQCJ-SCHIP1///SCHIP1,IQCJ-SCHIP1 readthrough///schwannomin interacting protein 1,11.1084625423274,Up
219090_at,8.02e-12,3.52e-13,-8.4441269,19.4793226,-1.15552152,SLC24A3,solute carrier family 24 member 3,11.0958256317158,Down
240890_at,8.49e-12,3.74e-13,-8.4314919,19.4184229,-1.09396537,LOC643733,"caspase 4, apoptosis-related cysteine peptidase pseudogene",11.071092309756,Down
205426_s_at,8.51e-12,3.76e-13,8.4307786,19.4149855,1.07550871,HIP1,huntingtin interacting protein 1,11.0700704399154,Up
218559_s_at,8.59e-12,3.8e-13,-8.4284691,19.4038555,-1.17788458,MAFB,MAF bZIP transcription factor B,11.0660068361688,Down
232478_at,9.04e-12,4.01e-13,8.4175396,19.3511888,1.31504255,MIR181A2HG,MIR181A2 host gene,11.0438315695246,Up
222876_s_at,9.13e-12,4.05e-13,8.4154088,19.3409219,1.00569859,ADAP2,ArfGAP with dual PH domains 2,11.0395292224657,Up
1558411_at,9.68e-12,4.31e-13,8.4028116,19.2802326,1.26182307,EGFEM1P,"EGF like and EMI domain containing 1, pseudogene",11.0141246426916,Up
213316_at,9.72e-12,4.33e-13,8.4018246,19.2754783,1.15689835,KIAA1462,KIAA1462,11.0123337350737,Up
203881_s_at,1.01e-11,4.5e-13,8.393683,19.2362619,1.58754423,DMD,dystrophin,10.9956786262174,Up
230831_at,1.04e-11,4.64e-13,8.3874733,19.2063544,1.96624027,FRMD5,FERM domain containing 5,10.9829666607012,Up
219230_at,1.07e-11,4.78e-13,8.3814017,19.1771153,2.32458282,TMEM100,transmembrane protein 100,10.9706162223148,Up
210106_at,1.09e-11,4.9e-13,8.3763656,19.1528651,1.18183471,BLOC1S1-RDH5///RDH5,BLOC1S1-RDH5 readthrough///retinol dehydrogenase 5,10.9625735020594,Up
213293_s_at,1.17e-11,5.28e-13,8.3610009,19.0788924,1.60161278,TRIM22,tripartite motif containing 22,10.9318141382538,Up
222717_at,1.18e-11,5.33e-13,-8.3590308,19.0694088,-1.73477735,SDPR,serum deprivation response,10.9281179926939,Down
1568876_a_at,1.21e-11,5.47e-13,-8.3538889,19.0446586,-1.58646617,,,10.9172146296835,Down
226864_at,1.26e-11,5.71e-13,-8.3449506,19.0016399,-1.28008079,PKIA,"protein kinase (cAMP-dependent, catalytic) inhibitor alpha",10.8996294548824,Down
202910_s_at,1.31e-11,6e-13,8.3349036,18.953293,1.11979729,ADGRE5,adhesion G protein-coupled receptor E5,10.8827287043442,Up
213807_x_at,1.33e-11,6.07e-13,8.3322878,18.9407071,1.24672559,MET,"MET proto-oncogene, receptor tyrosine kinase",10.8761483590329,Up
228457_at,1.33e-11,6.06e-13,-8.3325877,18.9421497,-1.0461051,PPM1L,"protein phosphatase, Mg2+/Mn2+ dependent 1L",10.8761483590329,Down
1556820_a_at,1.49e-11,6.86e-13,8.3073104,18.8205562,1.60723502,DLEU2,deleted in lymphocytic leukemia 2 (non-protein coding),10.8268137315877,Up
227452_at,1.5e-11,6.89e-13,8.3062869,18.815634,1.24888436,LINC00673///LINC00511,long intergenic non-protein coding RNA 673///long intergenic non-protein coding RNA 511,10.8239087409443,Up
219949_at,1.54e-11,7.08e-13,-8.3006794,18.7886677,-1.22792033,LRRC2,leucine rich repeat containing 2,10.8124792791635,Down
241884_at,1.57e-11,7.29e-13,8.2949601,18.7611662,1.46386108,,,10.8041003475908,Up
210550_s_at,1.57e-11,7.26e-13,8.2957917,18.765165,1.13545136,RASGRF1,Ras protein specific guanine nucleotide releasing factor 1,10.8041003475908,Up
209457_at,1.6e-11,7.42e-13,8.2911498,18.7428461,1.56825053,DUSP5,dual specificity phosphatase 5,10.7958800173441,Up
238169_at,1.61e-11,7.48e-13,8.2896374,18.7355749,1.15960049,,,10.7931741239682,Up
205018_s_at,1.63e-11,7.57e-13,-8.2871293,18.7235168,-1.1800563,MBNL2,muscleblind like splicing regulator 2,10.787812395596,Down
210170_at,1.71e-11,7.96e-13,-8.2768702,18.6742002,-1.5711933,PDLIM3,PDZ and LIM domain 3,10.7670038896078,Down
1557644_at,1.71e-11,7.94e-13,8.2772668,18.6761068,1.05772891,RUNDC3A-AS1,RUNDC3A antisense RNA 1,10.7670038896078,Up
205066_s_at,1.72e-11,8e-13,-8.2757071,18.6686099,-1.5262153,ENPP1,ectonucleotide pyrophosphatase/phosphodiesterase 1,10.7644715530925,Down
231950_at,1.72e-11,8.02e-13,-8.2752143,18.6662411,-1.12930145,ZNF658,zinc finger protein 658,10.7644715530925,Down
1562738_a_at,1.72e-11,8e-13,-8.2758038,18.6690743,-1.06855066,USP3-AS1,USP3 antisense RNA 1,10.7644715530925,Down
216488_s_at,1.8e-11,8.45e-13,8.2646029,18.6152421,1.11544534,ATP11A,ATPase phospholipid transporting 11A,10.7447274948967,Up
57588_at,1.87e-11,8.79e-13,-8.256365,18.5756575,-1.040214,SLC24A3,solute carrier family 24 member 3,10.7281583934635,Down
215867_x_at,1.88e-11,8.86e-13,8.2547101,18.5677062,2.10395276,CA12,carbonic anhydrase 12,10.7258421507363,Up
203474_at,1.94e-11,9.14e-13,-8.2483011,18.5369153,-1.34109011,IQGAP2,IQ motif containing GTPase activating protein 2,10.7121982700698,Down
215506_s_at,2e-11,9.47e-13,8.241169,18.5026543,1.61311437,DIRAS3,DIRAS family GTPase 3,10.698970004336,Up
214587_at,2e-11,9.48e-13,8.2409804,18.5017484,1.41772267,COL8A1,collagen type VIII alpha 1 chain,10.698970004336,Up
214164_x_at,2.02e-11,9.58e-13,8.2386295,18.4904562,2.07581261,CA12,carbonic anhydrase 12,10.6946486305534,Up
200598_s_at,2.08e-11,9.87e-13,-8.232701,18.4619819,-1.00717696,MIR3652///HSP90B1,microRNA 3652///heat shock protein 90 beta family member 1,10.6819366650372,Down
211924_s_at,2.16e-11,1.02e-12,8.2251051,18.4255041,1.25612309,PLAUR,"plasminogen activator, urokinase receptor",10.6655462488491,Up
201506_at,2.22e-11,1.06e-12,8.218166,18.3921852,1.48459075,TGFBI,transforming growth factor beta induced,10.6536470255494,Up
204686_at,2.3e-11,1.1e-12,-8.2105203,18.3554784,-1.17387531,IRS1,insulin receptor substrate 1,10.6382721639824,Down
231008_at,2.37e-11,1.13e-12,8.2040624,18.3244785,1.064104,UNC5CL,unc-5 family C-terminal like,10.6252516539899,Up
223614_at,2.46e-11,1.18e-12,8.1951888,18.281889,1.8524633,MMP16,matrix metallopeptidase 16,10.6090648928966,Up
204446_s_at,2.48e-11,1.2e-12,8.1929516,18.2711526,2.94074248,ALOX5,arachidonate 5-lipoxygenase,10.6055483191738,Up
236644_at,2.52e-11,1.22e-12,-8.1894146,18.2541794,-1.11215494,RNF180,ring finger protein 180,10.5985994592185,Down
52651_at,2.57e-11,1.24e-12,8.1851092,18.2335205,1.29324061,COL8A2,collagen type VIII alpha 2 chain,10.5900668766687,Up
1555166_a_at,2.59e-11,1.25e-12,-8.1832796,18.2247419,-1.03688338,ZNF396,zinc finger protein 396,10.5867002359187,Down
239262_at,2.65e-11,1.28e-12,-8.1786951,18.2027462,-1.15598516,,,10.5767541260632,Down
236561_at,2.66e-11,1.29e-12,8.177387,18.1964708,1.66385216,TGFBR1,transforming growth factor beta receptor 1,10.5751183633689,Up
1565937_a_at,2.67e-11,1.3e-12,8.176769,18.1935061,1.10757258,LMO3,LIM domain only 3,10.5734887386354,Up
219648_at,2.74e-11,1.33e-12,8.1710543,18.166092,1.0643839,MREG,melanoregulin,10.5622494371796,Up
232136_s_at,2.84e-11,1.38e-12,-8.1631624,18.1282388,-1.23088931,CTTNBP2,cortactin binding protein 2,10.546681659953,Down
1552626_a_at,3e-11,1.48e-12,8.1499056,18.0646671,1.93283519,TMEM163,transmembrane protein 163,10.5228787452803,Up
1556402_at,3.22e-11,1.59e-12,8.1342238,17.9894885,1.42404364,,,10.4921441283042,Up
222281_s_at,3.35e-11,1.66e-12,8.1254854,17.9476073,1.33902522,LOC101929219///LOC100505650///C1orf186,uncharacterized LOC101929219///uncharacterized LOC100505650///chromosome 1 open reading frame 186,10.4749551929632,Up
1567224_at,3.51e-11,1.74e-12,8.1154235,17.8993925,1.55709105,HMGA2,high mobility group AT-hook 2,10.4546928835342,Up
228602_at,3.56e-11,1.78e-12,-8.1118448,17.8822468,-1.55962718,SGCD,sarcoglycan delta,10.4485500020271,Down
218002_s_at,3.58e-11,1.78e-12,8.1111126,17.8787387,2.84958531,CXCL14,C-X-C motif chemokine ligand 14,10.4461169733561,Up
210330_at,3.78e-11,1.89e-12,-8.0984564,17.8181126,-1.24669101,SGCD,sarcoglycan delta,10.4225082001628,Down
228885_at,3.82e-11,1.91e-12,-8.0964452,17.8084801,-1.50104292,MAMDC2,MAM domain containing 2,10.4179366370883,Down
229302_at,3.83e-11,1.92e-12,-8.0957346,17.8050769,-1.24184958,TMEM178A,transmembrane protein 178A,10.4168012260314,Down
229620_at,3.86e-11,1.94e-12,-8.0940588,17.7970512,-1.17675685,SEPP1,"selenoprotein P, plasma, 1",10.4134126953282,Down
214967_at,3.87e-11,1.94e-12,8.0934183,17.7939835,1.16981987,,,10.4122890349811,Up
214279_s_at,3.9e-11,1.96e-12,-8.0916111,17.7853289,-1.11806744,NDRG2,NDRG family member 2,10.4089353929735,Down
1557761_s_at,3.96e-11,1.99e-12,8.0881882,17.7689376,1.21942225,LOC400794,uncharacterized LOC400794,10.4023048140745,Up
244572_at,4.19e-11,2.12e-12,-8.0749461,17.7055367,-1.41761491,KY,kyphoscoliosis peptidase,10.3777859770337,Down
233723_at,4.19e-11,2.12e-12,-8.0754367,17.7078854,-1.40825778,,,10.3777859770337,Down
235085_at,4.19e-11,2.12e-12,-8.0753019,17.7072404,-1.19278583,SGK223,homolog of rat pragma of Rnd2,10.3777859770337,Down
242931_at,4.22e-11,2.14e-12,-8.0736953,17.6995493,-1.1065301,,,10.3746875490383,Down
237146_at,4.24e-11,2.15e-12,8.0723844,17.6932743,1.16414629,,,10.3726341434073,Up
1555812_a_at,4.32e-11,2.19e-12,8.0685103,17.6747302,1.50598524,ARHGDIB,Rho GDP dissociation inhibitor beta,10.3645162531851,Up
235694_at,4.36e-11,2.22e-12,-8.0660847,17.6631202,-1.10538028,TCFL5,transcription factor like 5,10.3605135107314,Down
224480_s_at,4.4e-11,2.24e-12,-8.063847,17.6524105,-1.07857529,GPAT3,glycerol-3-phosphate acyltransferase 3,10.3565473235138,Down
203886_s_at,4.54e-11,2.31e-12,-8.0573256,17.6212017,-1.00760868,FBLN2,fibulin 2,10.3429441471429,Down
205559_s_at,4.6e-11,2.35e-12,8.0544016,17.60721,1.44322988,PCSK5,proprotein convertase subtilisin/kexin type 5,10.3372421683184,Up
209810_at,4.64e-11,2.37e-12,8.0522293,17.5968156,3.0114669,SFTPB,surfactant protein B,10.3334820194451,Up
238063_at,4.76e-11,2.44e-12,8.0460545,17.5672733,1.42714893,TMEM154,transmembrane protein 154,10.3223930472795,Up
229266_at,4.85e-11,2.49e-12,8.0418104,17.54697,2.0005713,SHISA6,shisa family member 6,10.3142582613977,Up
227692_at,4.86e-11,2.5e-12,-8.0410862,17.5435056,-1.20718771,GNAI1,G protein subunit alpha i1,10.3133637307377,Down
205342_s_at,4.96e-11,2.56e-12,-8.0367936,17.5229731,-1.0876469,SULT1C2,sulfotransferase family 1C member 2,10.3045183235098,Down
221582_at,5e-11,2.58e-12,8.0349066,17.5139475,1.0498486,HIST3H2A,"histone cluster 3, H2a",10.301029995664,Up
243021_at,5.05e-11,2.61e-12,8.0325006,17.5024399,1.18329519,LOC102724312,uncharacterized LOC102724312,10.2967086218813,Up
222484_s_at,5.15e-11,2.66e-12,8.0284997,17.4833061,2.69259299,CXCL14,C-X-C motif chemokine ligand 14,10.2881927709588,Up
