ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,neg_log10_adjP,DEG_status
230290_at,4.89e-14,1.27e-15,-9.5900639,25.0354095,-1.66337236,SCUBE3,"signal peptide, CUB domain and EGF like domain containing 3",13.3106911408764,Down
235333_at,4.96e-14,1.29e-15,9.587335,25.0221399,1.45234691,B4GALT6,"beta-1,4-galactosyltransferase 6",13.3045183235098,Up
240145_at,5.37e-14,1.4e-15,9.5703429,24.9395151,1.00002796,DGKH,diacylglycerol kinase eta,13.2700257143004,Up
228880_at,5.38e-14,1.41e-15,9.5695497,24.9356581,1.48612404,NAT8L,N-acetyltransferase 8 like,13.2692177243336,Up
217889_s_at,5.38e-14,1.41e-15,-9.5694689,24.9352652,-1.17151246,CYBRD1,cytochrome b reductase 1,13.2692177243336,Down
63305_at,5.67e-14,1.49e-15,-9.5577661,24.8783602,-1.47286897,PKNOX2,PBX/knotted 1 homeobox 2,13.2464169411071,Down
238592_at,5.68e-14,1.5e-15,-9.5572161,24.8756859,-1.14023884,,,13.245651664289,Down
205860_x_at,5.7e-14,1.5e-15,9.5563439,24.871445,1.24148802,FOLH1B///FOLH1,folate hydrolase 1B///folate hydrolase (prostate-specific membrane antigen) 1,13.2441251443275,Up
208454_s_at,6.15e-14,1.63e-15,-9.5397772,24.7908905,-1.08136608,CPQ,carboxypeptidase Q,13.2111248842246,Down
212730_at,6.2e-14,1.65e-15,-9.537488,24.7797595,-1.0649943,SYNM,synemin,13.2076083105017,Down
221911_at,6.29e-14,1.67e-15,9.5344308,24.7648942,1.43204997,ETV1,ETS variant 1,13.2013493545547,Up
230212_at,6.32e-14,1.68e-15,9.5332352,24.7590807,1.09962646,SPRY1,sprouty RTK signaling antagonist 1,13.1992829217176,Up
209692_at,6.65e-14,1.78e-15,-9.5220408,24.7046497,-1.17763256,EYA2,EYA transcriptional coactivator and phosphatase 2,13.1771783546969,Down
210809_s_at,6.74e-14,1.81e-15,9.5188124,24.6889523,2.49027536,POSTN,periostin,13.1713401034647,Up
205533_s_at,6.8e-14,1.82e-15,9.5168598,24.6794582,1.11187878,CDH6,cadherin 6,13.1674910872938,Up
232226_at,7.31e-14,1.98e-15,-9.5001169,24.5980502,-1.12965209,LRRC4C,leucine rich repeat containing 4C,13.1360826230421,Down
221676_s_at,7.35e-14,1.99e-15,9.499056,24.5928921,1.17226207,CORO1C,coronin 1C,13.1337126609158,Up
231849_at,7.43e-14,2.01e-15,9.496661,24.5812473,1.28242227,KRT80,keratin 80,13.1290111862394,Up
214632_at,7.48e-14,2.03e-15,9.4951539,24.5739196,1.12875483,NRP2,neuropilin 2,13.1260984021355,Up
239183_at,7.6e-14,2.07e-15,-9.4912743,24.5550564,-1.72585766,ANGPTL1,angiopoietin like 1,13.1191864077192,Down
222171_s_at,7.69e-14,2.1e-15,-9.4885719,24.5419171,-1.65034156,PKNOX2,PBX/knotted 1 homeobox 2,13.1140736601986,Down
204796_at,8.02e-14,2.2e-15,-9.478938,24.4950762,-1.3367545,EML1,echinoderm microtubule associated protein like 1,13.0958256317158,Down
211653_x_at,8.03e-14,2.2e-15,-9.4787582,24.4942021,-1.76079326,LOC101930400///AKR1C2,"aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2",13.0952844547213,Down
204464_s_at,8.3e-14,2.28e-15,9.4713902,24.4583792,1.2874493,EDNRA,endothelin receptor type A,13.0809219076239,Up
202599_s_at,8.4e-14,2.31e-15,9.4683795,24.4437411,1.15101739,NRIP1,nuclear receptor interacting protein 1,13.0757207139381,Up
203441_s_at,8.6e-14,2.37e-15,9.4633056,24.4190724,1.2376467,CDH2,cadherin 2,13.0655015487564,Up
243221_at,8.63e-14,2.38e-15,9.4624314,24.414822,1.67654266,FAM20A,family with sequence similarity 20 member A,13.0639892042848,Up
239776_at,8.85e-14,2.45e-15,-9.4570096,24.388462,-1.11705395,TMEM232,transmembrane protein 232,13.0530567293022,Down
201893_x_at,9.11e-14,2.53e-15,-9.4506291,24.3574415,-1.711506,DCN,decorin,13.040481623027,Down
202976_s_at,9.11e-14,2.52e-15,9.4507077,24.3578235,1.29619584,RHOBTB3,Rho related BTB domain containing 3,13.040481623027,Up
203824_at,9.3e-14,2.59e-15,-9.4458346,24.3341321,-1.43912615,TSPAN8,tetraspanin 8,13.0315170514461,Down
226933_s_at,9.47e-14,2.63e-15,-9.4420114,24.3155447,-1.1278859,ID4,"inhibitor of DNA binding 4, HLH protein",13.0236500209967,Down
221019_s_at,9.48e-14,2.64e-15,-9.4413928,24.312537,-1.57979276,COLEC12,collectin subfamily member 12,13.0231916626619,Down
229178_at,9.48e-14,2.64e-15,-9.4415747,24.3134216,-1.49150555,PRTG,protogenin,13.0231916626619,Down
205808_at,9.55e-14,2.67e-15,-9.439563,24.3036414,-1.00457739,ASPH,aspartate beta-hydroxylase,13.0199966284163,Down
237953_at,1.02e-13,2.85e-15,9.4258426,24.2369383,1.4523344,,,12.9913998282381,Up
235798_at,1.02e-13,2.87e-15,-9.4244891,24.2303586,-1.08840699,TMEM170B,transmembrane protein 170B,12.9913998282381,Down
242228_at,1.03e-13,2.88e-15,9.423637,24.2262161,1.02125807,BICD1,BICD cargo adaptor 1,12.9871627752948,Up
240466_at,1.04e-13,2.93e-15,9.420488,24.2109073,1.57769542,,,12.9829666607012,Up
204501_at,1.05e-13,2.95e-15,-9.4186827,24.202131,-1.05393132,NOV,nephroblastoma overexpressed,12.9788107009301,Down
203810_at,1.1e-13,3.11e-15,-9.4082012,24.1511763,-1.05634908,DNAJB4,DnaJ heat shock protein family (Hsp40) member B4,12.9586073148418,Down
227236_at,1.11e-13,3.14e-15,-9.4063018,24.1419427,-1.1418452,TSPAN2,tetraspanin 2,12.9546770212133,Down
1553710_at,1.12e-13,3.18e-15,-9.4036549,24.1290755,-1.11635255,FAM218A,family with sequence similarity 218 member A,12.9507819773298,Down
33322_i_at,1.17e-13,3.33e-15,9.3941238,24.0827434,1.8634258,SFN,stratifin,12.9318141382538,Up
227441_s_at,1.19e-13,3.39e-15,-9.3905975,24.0656014,-1.38085615,ANKS1B,ankyrin repeat and sterile alpha motif domain containing 1B,12.9244530386075,Down
235952_at,1.2e-13,3.42e-15,9.3887509,24.0566251,1.07678878,DGKH,diacylglycerol kinase eta,12.9208187539524,Up
229130_at,1.21e-13,3.47e-15,-9.3860852,24.043667,-1.2619853,,,12.9172146296835,Down
221589_s_at,1.22e-13,3.5e-15,-9.3844703,24.0358167,-1.00208308,ALDH6A1,aldehyde dehydrogenase 6 family member A1,12.9136401693253,Down
214030_at,1.23e-13,3.51e-15,-9.3836689,24.0319214,-1.01169362,CRYBG3,crystallin beta-gamma domain containing 3,12.9100948885606,Down
243413_at,1.29e-13,3.71e-15,-9.3723841,23.9770671,-1.16784505,TTC30B,tetratricopeptide repeat domain 30B,12.8894102897008,Down
227044_at,1.29e-13,3.7e-15,-9.3731193,23.9806407,-1.05707983,,,12.8894102897008,Down
227827_at,1.3e-13,3.74e-15,-9.3705901,23.9683466,-1.5302184,SORBS2,sorbin and SH3 domain containing 2,12.8860566476932,Down
209283_at,1.3e-13,3.74e-15,-9.3710168,23.9704209,-1.51647881,CRYAB,crystallin alpha B,12.8860566476932,Down
228882_at,1.31e-13,3.77e-15,-9.3690005,23.9606198,-1.32670252,TUB,tubby bipartite transcription factor,12.8827287043442,Down
211965_at,1.33e-13,3.83e-15,9.3656588,23.9443769,1.42361105,ZFP36L1,ZFP36 ring finger protein like 1,12.8761483590329,Up
217165_x_at,1.38e-13,4e-15,-9.357157,23.903052,-1.55753475,MT1F,metallothionein 1F,12.8601209135988,Down
228017_s_at,1.39e-13,4.03e-15,9.3555783,23.8953789,1.44894365,NKAIN4,Na+/K+ transporting ATPase interacting 4,12.8569851997459,Up
229504_at,1.39e-13,4e-15,-9.3569655,23.9021214,-1.07441286,RAB23,"RAB23, member RAS oncogene family",12.8569851997459,Down
242064_at,1.41e-13,4.07e-15,-9.3534657,23.8851101,-1.14427839,SDK2,sidekick cell adhesion molecule 2,12.8507808873446,Down
209687_at,1.43e-13,4.14e-15,-9.3503185,23.8698135,-1.56083997,CXCL12,C-X-C motif chemokine ligand 12,12.8446639625349,Down
230319_at,1.46e-13,4.23e-15,-9.3458508,23.8480981,-1.15952993,,,12.8356471442156,Down
205258_at,1.47e-13,4.27e-15,9.3437741,23.8380046,1.24355773,INHBB,inhibin beta B subunit,12.8326826652518,Up
229497_at,1.52e-13,4.44e-15,-9.335952,23.7999862,-1.09734473,ANKDD1A,ankyrin repeat and death domain containing 1A,12.8181564120552,Down
239741_at,1.52e-13,4.43e-15,-9.3364469,23.8023919,-1.05926389,PYGO1,pygopus family PHD finger 1,12.8181564120552,Down
210517_s_at,1.54e-13,4.51e-15,-9.3328624,23.7849703,-1.47729531,AKAP12,A-kinase anchoring protein 12,12.8124792791635,Down
237083_at,1.54e-13,4.51e-15,-9.3325693,23.7835458,-1.12978889,,,12.8124792791635,Down
231952_at,1.55e-13,4.54e-15,-9.3314668,23.7781873,-1.08989267,,,12.8096683018297,Down
212224_at,1.59e-13,4.69e-15,-9.3248847,23.7461971,-1.63729573,ALDH1A1,aldehyde dehydrogenase 1 family member A1,12.7986028756795,Down
218856_at,1.59e-13,4.67e-15,9.3257042,23.75018,1.40380039,TNFRSF21,TNF receptor superfamily member 21,12.7986028756795,Up
234970_at,1.59e-13,4.7e-15,-9.324378,23.7437348,-1.04545533,TC2N,"tandem C2 domains, nuclear",12.7986028756795,Down
225646_at,1.62e-13,4.79e-15,9.3204006,23.7244042,2.20488268,CTSC,cathepsin C,12.7904849854574,Up
230849_at,1.68e-13,4.97e-15,-9.3129812,23.6883464,-1.06861095,KCNA1,potassium voltage-gated channel subfamily A member 1,12.7746907182741,Down
211427_s_at,1.73e-13,5.14e-15,-9.3062429,23.6555995,-1.53838389,KCNJ13,potassium voltage-gated channel subfamily J member 13,12.7619538968712,Down
229202_at,1.77e-13,5.25e-15,9.3017939,23.6339781,1.26154492,PCNX2,pecanex homolog 2 (Drosophila),12.7520267336382,Up
244246_at,1.84e-13,5.46e-15,-9.293888,23.5955587,-1.01895884,MIPOL1,mirror-image polydactyly 1,12.7351821769905,Down
238721_at,1.88e-13,5.61e-15,-9.2883055,23.5684307,-1.04013556,MDH1B,malate dehydrogenase 1B,12.7258421507363,Down
227860_at,1.89e-13,5.63e-15,-9.2875962,23.5649837,-1.63410948,CPXM1,"carboxypeptidase X, M14 family member 1",12.7235381958268,Down
219736_at,1.98e-13,5.94e-15,9.2767822,23.5124349,3.0650696,TRIM36,tripartite motif containing 36,12.7033348097385,Up
226145_s_at,2.01e-13,6.04e-15,-9.2734186,23.4960909,-1.55025367,FRAS1,Fraser extracellular matrix complex subunit 1,12.6968039425795,Down
223503_at,2.02e-13,6.06e-15,9.2725909,23.4920687,2.94616882,TMEM163,transmembrane protein 163,12.6946486305534,Up
238646_at,2.06e-13,6.23e-15,-9.2669206,23.4645162,-1.1557384,,,12.6861327796308,Down
204416_x_at,2.07e-13,6.25e-15,9.2663159,23.4615782,2.68000617,APOC1,apolipoprotein C1,12.6840296545431,Up
230318_at,2.08e-13,6.3e-15,9.2648137,23.4542788,1.51317836,SERPINA1,serpin family A member 1,12.6819366650372,Up
235134_at,2.14e-13,6.5e-15,-9.2583925,23.4230792,-1.36160345,,,12.6695862266508,Down
228072_at,2.18e-13,6.64e-15,9.253902,23.4012607,1.62701135,SYT12,synaptotagmin 12,12.6615435063954,Up
205907_s_at,2.19e-13,6.69e-15,-9.2525973,23.3949212,-1.78978049,OMD,osteomodulin,12.6595558851599,Down
202600_s_at,2.21e-13,6.76e-15,9.2502874,23.3836983,1.11954369,NRIP1,nuclear receptor interacting protein 1,12.6556077263149,Up
206396_at,2.31e-13,7.12e-15,-9.239867,23.3330703,-1.17614186,SLC1A1,solute carrier family 1 member 1,12.6363880201079,Down
226492_at,2.36e-13,7.25e-15,-9.235982,23.3141953,-1.62607334,SEMA6D,semaphorin 6D,12.6270879970299,Down
239764_at,2.37e-13,7.3e-15,-9.2347386,23.3081542,-1.11852034,ITPR1-AS1,ITPR1 antisense RNA 1 (head to head),12.6252516539899,Down
219476_at,2.48e-13,7.63e-15,9.2257286,23.2643815,1.90140927,C1orf116,chromosome 1 open reading frame 116,12.6055483191738,Up
213553_x_at,2.51e-13,7.77e-15,9.2219923,23.2462304,1.70760503,APOC1,apolipoprotein C1,12.600326278519,Up
1555388_s_at,2.53e-13,7.85e-15,9.2199555,23.2363358,1.37837705,SNX25,sorting nexin 25,12.5968794788242,Up
205032_at,2.56e-13,7.93e-15,9.2177826,23.2257795,1.14144672,ITGA2,integrin subunit alpha 2,12.5917600346881,Up
204780_s_at,2.59e-13,8.04e-15,9.2151267,23.2128774,1.57817348,FAS,Fas cell surface death receptor,12.5867002359187,Up
224458_at,2.59e-13,8.05e-15,-9.2147303,23.2109518,-1.49280015,TMEM246,transmembrane protein 246,12.5867002359187,Down
206283_s_at,2.62e-13,8.13e-15,-9.2127657,23.2014084,-1.01170472,TAL1,"TAL bHLH transcription factor 1, erythroid differentiation factor",12.5816987086803,Down
228368_at,2.71e-13,8.44e-15,-9.2052011,23.1646615,-1.28227667,ARHGAP20,Rho GTPase activating protein 20,12.5670307091256,Down
213746_s_at,2.82e-13,8.83e-15,9.1960559,23.1202384,1.04902817,FLNA,filamin A,12.5497508916806,Up
202524_s_at,2.86e-13,8.97e-15,9.1927561,23.1042097,1.87349884,SPOCK2,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2",12.543633966871,Up
1569577_x_at,2.86e-13,8.97e-15,-9.1927859,23.1043548,-1.26807349,LOC102724927,uncharacterized LOC102724927,12.543633966871,Down
204932_at,2.87e-13,9e-15,-9.1921843,23.1014323,-1.65155374,TNFRSF11B,TNF receptor superfamily member 11b,12.542118103266,Down
230730_at,3.15e-13,9.94e-15,-9.1719965,23.0033787,-1.94082916,SGCD,sarcoglycan delta,12.5016894462104,Down
239006_at,3.16e-13,9.97e-15,-9.1712185,22.9996004,-1.68592747,SLC26A7,solute carrier family 26 member 7,12.5003129173816,Down
1554697_at,3.18e-13,1.01e-14,9.1695602,22.991546,1.87526465,ADAMTS9,ADAM metallopeptidase with thrombospondin type 1 motif 9,12.4975728800156,Up
233882_s_at,3.23e-13,1.03e-14,-9.1654924,22.9717899,-1.42026856,SEMA6D,semaphorin 6D,12.4907974776689,Down
243109_at,3.27e-13,1.04e-14,9.1630638,22.9599953,1.72641546,MCTP2,multiple C2 and transmembrane domain containing 2,12.4854522473397,Up
201540_at,3.35e-13,1.07e-14,-9.1573746,22.9323658,-1.27406709,FHL1,four and a half LIM domains 1,12.4749551929632,Down
230349_at,3.37e-13,1.07e-14,9.1565473,22.9283481,1.187554,XKRX,"XK related, X-linked",12.4723700991287,Up
200884_at,3.39e-13,1.08e-14,-9.1547374,22.9195583,-1.1232034,CKB,creatine kinase B,12.4698003017969,Down
240152_at,3.4e-13,1.09e-14,9.153799,22.9150013,1.03718409,,,12.4685210829577,Up
221840_at,3.45e-13,1.1e-14,9.1503994,22.898492,1.25379158,PTPRE,"protein tyrosine phosphatase, receptor type E",12.4621809049267,Up
206832_s_at,3.5e-13,1.12e-14,9.1469615,22.8817968,1.06152413,SEMA3F,semaphorin 3F,12.4559319556497,Up
213386_at,3.57e-13,1.15e-14,-9.1428164,22.8616676,-1.28214217,TMEM246,transmembrane protein 246,12.4473317838878,Down
213307_at,3.58e-13,1.15e-14,-9.1422652,22.8589911,-1.221138,SHANK2,SH3 and multiple ankyrin repeat domains 2,12.4461169733561,Down
230782_at,3.63e-13,1.17e-14,-9.1393624,22.8448952,-1.61840088,SORD,sorbitol dehydrogenase,12.4400933749639,Down
228150_at,3.67e-13,1.18e-14,9.1366414,22.8316824,1.01012725,SEC16B,"SEC16 homolog B, endoplasmic reticulum export factor",12.4353339357479,Up
222853_at,3.72e-13,1.2e-14,9.1338165,22.8179652,1.86911378,FLRT3,fibronectin leucine rich transmembrane protein 3,12.4294570601181,Up
225567_at,3.79e-13,1.22e-14,-9.1297662,22.7982982,-1.10943928,INAFM2,InaF motif containing 2,12.4213607900319,Down
203001_s_at,3.83e-13,1.24e-14,9.1276743,22.7881406,1.2764575,STMN2,stathmin 2,12.4168012260314,Up
227526_at,3.87e-13,1.25e-14,-9.1252028,22.7761401,-1.45337143,CDON,"cell adhesion associated, oncogene regulated",12.4122890349811,Down
205110_s_at,3.88e-13,1.26e-14,-9.1243138,22.7718233,-1.64773776,FGF13,fibroblast growth factor 13,12.4111682744058,Down
204760_s_at,3.88e-13,1.26e-14,9.1243398,22.7719498,1.00791735,NR1D1///THRA,"nuclear receptor subfamily 1 group D member 1///thyroid hormone receptor, alpha",12.4111682744058,Up
203961_at,3.9e-13,1.26e-14,-9.1231031,22.7659448,-1.11649345,NEBL,nebulette,12.4089353929735,Down
226435_at,3.94e-13,1.28e-14,9.1201285,22.7515019,1.12194233,PAPLN,"papilin, proteoglycan like sulfated glycoprotein",12.4045037781744,Up
223168_at,3.94e-13,1.28e-14,9.1199092,22.7504375,1.07610458,RHOU,ras homolog family member U,12.4045037781744,Up
226122_at,3.99e-13,1.3e-14,9.1173671,22.7380943,1.30852526,PLEKHG1,pleckstrin homology and RhoGEF domain containing G1,12.3990271043133,Up
214321_at,4.01e-13,1.31e-14,-9.1158783,22.730866,-1.32349417,NOV,nephroblastoma overexpressed,12.3968556273798,Down
209447_at,4.07e-13,1.33e-14,-9.1128124,22.7159805,-1.01608739,SYNE1,spectrin repeat containing nuclear envelope protein 1,12.3904055907748,Down
227530_at,4.08e-13,1.33e-14,-9.1122776,22.7133839,-1.45697629,AKAP12,A-kinase anchoring protein 12,12.3893398369101,Down
216594_x_at,4.1e-13,1.34e-14,-9.1107222,22.7058323,-1.43499389,AKR1C1,aldo-keto reductase family 1 member C1,12.3872161432803,Down
204401_at,4.13e-13,1.35e-14,9.1092791,22.6988256,1.91718576,KCNN4,potassium calcium-activated channel subfamily N member 4,12.3840499483436,Up
231234_at,4.25e-13,1.4e-14,9.102754,22.6671468,1.46151839,CTSC,cathepsin C,12.3716110699497,Up
210692_s_at,4.52e-13,1.49e-14,-9.0893301,22.6019785,-1.36904543,SLC43A3,solute carrier family 43 member 3,12.3448615651886,Down
211071_s_at,4.54e-13,1.5e-14,9.0884642,22.597775,1.3671266,MLLT11,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11",12.3429441471429,Up
211599_x_at,4.65e-13,1.54e-14,9.083352,22.5729586,1.42447574,MET,"MET proto-oncogene, receptor tyrosine kinase",12.33254704711,Up
226248_s_at,4.71e-13,1.56e-14,-9.0804505,22.5588742,-1.61747003,KIAA1324,KIAA1324,12.3269790928711,Down
232344_at,4.98e-13,1.66e-14,9.0680544,22.4987039,1.39313063,,,12.3027706572403,Up
229459_at,4.98e-13,1.66e-14,9.0676805,22.4968891,1.35095314,FAM19A5,"family with sequence similarity 19 member A5, C-C motif chemokine like",12.3027706572403,Up
235088_at,5.2e-13,1.74e-14,-9.0582295,22.4510175,-1.05418236,C4orf46,chromosome 4 open reading frame 46,12.2839966563652,Down
204304_s_at,5.27e-13,1.76e-14,-9.0557621,22.4390421,-2.6678506,PROM1,prominin 1,12.2781893847875,Down
212154_at,5.3e-13,1.77e-14,-9.054016,22.4305679,-1.10067141,SDC2,syndecan 2,12.2757241303992,Down
220512_at,5.52e-13,1.85e-14,9.0449921,22.3867734,1.37086331,DLC1,DLC1 Rho GTPase activating protein,12.2580609222708,Up
204462_s_at,5.52e-13,1.86e-14,-9.0445733,22.3847411,-1.2634736,SLC16A2,solute carrier family 16 member 2,12.2580609222708,Down
239893_at,5.59e-13,1.88e-14,9.0421675,22.373066,1.66918183,,,12.2525881921136,Up
238697_at,5.65e-13,1.9e-14,9.0395812,22.360515,1.76650984,SMIM10L2A,small integral membrane protein 10 like 2A,12.2479515521806,Up
228186_s_at,5.74e-13,1.93e-14,-9.0364137,22.3451438,-1.32002614,RSPO3,R-spondin 3,12.241088107602,Down
47550_at,5.75e-13,1.94e-14,9.0358169,22.3422477,1.30406642,LZTS1,leucine zipper tumor suppressor 1,12.2403321553104,Up
229088_at,5.84e-13,1.97e-14,-9.0323418,22.3253844,-1.49700799,ENPP1,ectonucleotide pyrophosphatase/phosphodiesterase 1,12.2335871528876,Down
228952_at,5.84e-13,1.97e-14,-9.0327174,22.327207,-1.21703148,ENPP1,ectonucleotide pyrophosphatase/phosphodiesterase 1,12.2335871528876,Down
207265_s_at,5.86e-13,1.98e-14,9.0317077,22.3223075,1.13168538,KDELR3,KDEL endoplasmic reticulum protein retention receptor 3,12.2321023839819,Up
242488_at,6.15e-13,2.09e-14,9.0202762,22.266838,1.66012259,CHRM3,cholinergic receptor muscarinic 3,12.2111248842246,Up
226103_at,6.19e-13,2.11e-14,-9.01882,22.2597721,-1.28004821,NEXN,nexilin F-actin binding protein,12.2083093509799,Down
242288_s_at,6.22e-13,2.12e-14,9.0174853,22.2532963,1.00360437,EMILIN2,elastin microfibril interfacer 2,12.2062096153092,Up
43427_at,6.41e-13,2.19e-14,-9.0107173,22.2204583,-1.03850802,ACACB,acetyl-CoA carboxylase beta,12.1931419704812,Down
206471_s_at,6.44e-13,2.2e-14,9.0098921,22.2164548,1.57535777,PLXNC1,plexin C1,12.1911141326402,Up
238969_at,6.46e-13,2.21e-14,-9.0090699,22.2124654,-1.31836864,PQLC2L,PQ loop repeat containing 2 like,12.1897674820049,Down
205372_at,6.55e-13,2.24e-14,9.006055,22.1978382,1.47659612,PLAG1,PLAG1 zinc finger,12.1837587000082,Up
225202_at,6.61e-13,2.27e-14,9.0040169,22.1879504,1.18398515,RHOBTB3,Rho related BTB domain containing 3,12.1797985405144,Up
242874_at,6.73e-13,2.31e-14,-9.0002873,22.1698562,-1.13780655,,,12.171984935776,Down
235706_at,6.83e-13,2.35e-14,8.9969711,22.1537682,1.10091919,CPM,carboxypeptidase M,12.1655792963185,Up
203477_at,7.05e-13,2.44e-14,8.9892641,22.1163805,1.36150612,COL15A1,collagen type XV alpha 1 chain,12.1518108830086,Up
225540_at,7.09e-13,2.45e-14,8.9879691,22.1100982,1.26254143,MAP2,microtubule associated protein 2,12.1493537648169,Up
1558706_a_at,7.15e-13,2.47e-14,-8.9863403,22.1021969,-1.52484485,ATOH8,atonal bHLH transcription factor 8,12.1456939581989,Down
209335_at,7.23e-13,2.51e-14,-8.9835069,22.0884528,-1.84240235,DCN,decorin,12.1408617027055,Down
228570_at,7.36e-13,2.56e-14,-8.9792405,22.0677578,-1.40023487,BTBD11,BTB domain containing 11,12.1331221856625,Down
221646_s_at,7.46e-13,2.6e-14,-8.9760817,22.0524356,-1.07043109,ZDHHC11B///ZDHHC11,zinc finger DHHC-type containing 11B///zinc finger DHHC-type containing 11,12.1272611725273,Down
224027_at,7.57e-13,2.64e-14,-8.9728883,22.0369465,-1.31567612,CCL28,C-C motif chemokine ligand 28,12.1209041204999,Down
236085_at,7.58e-13,2.65e-14,-8.972429,22.0347184,-1.71224199,CAPSL,calcyphosine like,12.1203307943679,Down
202898_at,7.87e-13,2.75e-14,8.9643989,21.995771,1.02799067,SDC3,syndecan 3,12.1040252676409,Up
229568_at,7.88e-13,2.76e-14,-8.9636767,21.9922681,-1.21312861,MOB3B,MOB kinase activator 3B,12.1034737825104,Down
218627_at,8.53e-13,3e-14,8.9466513,21.9097003,1.28171401,DRAM1,DNA damage regulated autophagy modulator 1,12.0690509688325,Up
210108_at,8.54e-13,3.01e-14,-8.9461939,21.9074824,-1.16781955,CACNA1D,calcium voltage-gated channel subunit alpha1 D,12.068542129311,Down
227337_at,8.55e-13,3.02e-14,-8.9459353,21.9062285,-1.27302968,ANKRD37,ankyrin repeat domain 37,12.0680338852718,Down
1553033_at,8.68e-13,3.06e-14,8.9426149,21.8901267,1.07195835,SYTL5,synaptotagmin like 5,12.0614802748235,Up
201430_s_at,9.3e-13,3.31e-14,8.9271552,21.8151647,1.26330424,DPYSL3,dihydropyrimidinase like 3,12.0315170514461,Up
203417_at,9.66e-13,3.44e-14,8.9189895,21.7755747,1.02540796,MFAP2,microfibrillar associated protein 2,12.0150228735845,Up
201294_s_at,9.74e-13,3.47e-14,8.9170994,21.7664112,1.15129473,WSB1,WD repeat and SOCS box containing 1,12.0114410431214,Up
230509_at,9.76e-13,3.48e-14,8.9166788,21.7643718,1.20812948,SNX22,sorting nexin 22,12.0105501823333,Up
49452_at,9.88e-13,3.53e-14,-8.9137975,21.7504032,-1.10608424,ACACB,acetyl-CoA carboxylase beta,12.0052430554124,Down
238692_at,9.95e-13,3.55e-14,-8.9123921,21.7435898,-1.73538335,BTBD11,BTB domain containing 11,12.0021769192543,Down
1552496_a_at,1e-12,3.59e-14,-8.9101353,21.7326493,-1.05368598,COBL,cordon-bleu WH2 repeat protein,12,Down
215559_at,1e-12,3.58e-14,8.9110489,21.7370783,1.03015423,LOC101930322///ABCC6,multidrug resistance-associated protein 6-like///ATP binding cassette subfamily C member 6,12,Up
223807_at,1.01e-12,3.63e-14,8.9081005,21.722785,2.06944099,IGSF1,immunoglobulin superfamily member 1,11.9956786262174,Up
1555778_a_at,1.02e-12,3.67e-14,8.9059146,21.7121886,2.35842217,POSTN,periostin,11.9913998282381,Up
241782_at,1.07e-12,3.87e-14,-8.8948249,21.6584323,-1.33808478,NEBL,nebulette,11.9706162223148,Down
242281_at,1.07e-12,3.85e-14,-8.89589,21.663595,-1.08507729,GLUL,glutamate-ammonia ligase,11.9706162223148,Down
226610_at,1.11e-12,4.01e-14,-8.8875902,21.6233656,-1.08258111,CENPV,centromere protein V,11.9546770212133,Down
217897_at,1.18e-12,4.29e-14,-8.8741111,21.5580384,-1.11743671,FXYD6,FXYD domain containing ion transport regulator 6,11.9281179926939,Down
219463_at,1.21e-12,4.41e-14,8.8683795,21.5302627,1.64624226,LAMP5,lysosomal associated membrane protein family member 5,11.9172146296835,Up
206529_x_at,1.22e-12,4.47e-14,-8.8655144,21.5163787,-1.58543393,SLC26A4,solute carrier family 26 member 4,11.9136401693253,Down
203710_at,1.22e-12,4.45e-14,-8.8668152,21.5226822,-1.22053191,ITPR1,"inositol 1,4,5-trisphosphate receptor type 1",11.9136401693253,Down
211890_x_at,1.22e-12,4.45e-14,8.8664186,21.5207604,1.13965966,CAPN3,calpain 3,11.9136401693253,Up
235014_at,1.25e-12,4.56e-14,-8.8614121,21.4964999,-1.05005588,ILF3-AS1,ILF3 antisense RNA 1 (head to head),11.9030899869919,Down
239066_at,1.27e-12,4.65e-14,-8.8578188,21.4790884,-1.45062135,,,11.896196279044,Down
236660_at,1.3e-12,4.79e-14,-8.8518007,21.4499286,-1.37829555,,,11.8860566476932,Down
202554_s_at,1.3e-12,4.77e-14,-8.8523736,21.4527045,-1.26912437,GSTM3,glutathione S-transferase mu 3,11.8860566476932,Down
39650_s_at,1.31e-12,4.82e-14,8.8505119,21.4436841,1.09908867,PCNX2,pecanex homolog 2 (Drosophila),11.8827287043442,Up
230360_at,1.37e-12,5.05e-14,8.8406586,21.3959455,2.18669455,GLDN,gliomedin,11.8632794328436,Up
225864_at,1.38e-12,5.09e-14,8.8392456,21.3891,1.03512569,FAM84B,family with sequence similarity 84 member B,11.8601209135988,Up
225647_s_at,1.39e-12,5.14e-14,8.8371216,21.3788103,2.02084428,CTSC,cathepsin C,11.8569851997459,Up
227826_s_at,1.39e-12,5.13e-14,-8.837492,21.3806048,-1.40456766,SORBS2,sorbin and SH3 domain containing 2,11.8569851997459,Down
218960_at,1.43e-12,5.29e-14,8.8312202,21.3502218,1.60629558,TMPRSS4,"transmembrane protease, serine 4",11.8446639625349,Up
