ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0031214	biomineral tissue development	5/74	175/18870	0.0006224326880385	0.0021781850786702	0.0008416967789237	COL1A1/HIF1A/NOS3/PTGS2/TGFB1	5
BP	GO:0014002	astrocyte development	3/74	43/18870	0.0006383130615074	0.0022266891291192	0.0008604397697868	IL1B/IL6/TNF	3
BP	GO:0032735	positive regulation of interleukin-12 production	3/74	43/18870	0.0006383130615074	0.0022266891291192	0.0008604397697868	MAPK14/RELA/TLR9	3
BP	GO:0046717	acid secretion	3/74	43/18870	0.0006383130615074	0.0022266891291192	0.0008604397697868	CASR/SGK1/TNF	3
BP	GO:0018107	peptidyl-threonine phosphorylation	4/74	100/18870	0.0006429376382595	0.0022333978673574	0.0008630321681192	AKT1/MAPK1/MAPK8/TGFB1	4
BP	GO:0050764	regulation of phagocytosis	4/74	100/18870	0.0006429376382595	0.0022333978673574	0.0008630321681192	CCL2/IL1B/SOD1/TNF	4
BP	GO:0071901	negative regulation of protein serine/threonine kinase activity	4/74	100/18870	0.0006429376382595	0.0022333978673574	0.0008630321681192	AKT1/CDKN1A/CDKN2A/IL1B	4
BP	GO:2000177	regulation of neural precursor cell proliferation	4/74	100/18870	0.0006429376382595	0.0022333978673574	0.0008630321681192	HIF1A/KDM1A/SHH/TP53	4
BP	GO:0050804	modulation of chemical synaptic transmission	8/74	489/18870	0.0006466803197311	0.0022440417810606	0.000867145201473	CCL2/CDH1/IL1B/MAPK1/MAPK3/PTGS2/SQSTM1/TNF	8
BP	GO:0099177	regulation of trans-synaptic signaling	8/74	490/18870	0.0006553670745336	0.0022718017981998	0.0008778722591678	CCL2/CDH1/IL1B/MAPK1/MAPK3/PTGS2/SQSTM1/TNF	8
BP	GO:0008627	intrinsic apoptotic signaling pathway in response to osmotic stress	2/74	10/18870	0.0006689674566781	0.0022948914722351	0.0008867945975183	CASP3/PTGS2	2
BP	GO:0042368	vitamin D biosynthetic process	2/74	10/18870	0.0006689674566781	0.0022948914722351	0.0008867945975183	NFKB1/TNF	2
BP	GO:0060068	vagina development	2/74	10/18870	0.0006689674566781	0.0022948914722351	0.0008867945975183	BAX/ESR1	2
BP	GO:0060346	bone trabecula formation	2/74	10/18870	0.0006689674566781	0.0022948914722351	0.0008867945975183	COL1A1/MMP2	2
BP	GO:0070391	response to lipoteichoic acid	2/74	10/18870	0.0006689674566781	0.0022948914722351	0.0008867945975183	MAPK14/RELA	2
BP	GO:0071223	cellular response to lipoteichoic acid	2/74	10/18870	0.0006689674566781	0.0022948914722351	0.0008867945975183	MAPK14/RELA	2
BP	GO:0072203	cell proliferation involved in metanephros development	2/74	10/18870	0.0006689674566781	0.0022948914722351	0.0008867945975183	MYC/SHH	2
BP	GO:1903799	negative regulation of miRNA processing	2/74	10/18870	0.0006689674566781	0.0022948914722351	0.0008867945975183	IL6/TP53	2
BP	GO:2000347	positive regulation of hepatocyte proliferation	2/74	10/18870	0.0006689674566781	0.0022948914722351	0.0008867945975183	TNF/TNFAIP3	2
BP	GO:2000659	regulation of interleukin-1-mediated signaling pathway	2/74	10/18870	0.0006689674566781	0.0022948914722351	0.0008867945975183	IL1R1/IL6	2
BP	GO:0060538	skeletal muscle organ development	5/74	178/18870	0.0006721763868265	0.0023035101670832	0.0008901250434768	BCL2/GPX1/MAPK14/SHH/TGFB1	5
BP	GO:0006509	membrane protein ectodomain proteolysis	3/74	44/18870	0.000683097056773	0.0023336797177153	0.0009017831958704	IL10/IL1B/TNF	3
BP	GO:0045022	early endosome to late endosome transport	3/74	44/18870	0.000683097056773	0.0023336797177153	0.0009017831958704	BECN1/MAPK1/MAPK3	3
BP	GO:0045840	positive regulation of mitotic nuclear division	3/74	44/18870	0.000683097056773	0.0023336797177153	0.0009017831958704	IL1A/IL1B/TNF	3
BP	GO:0071692	protein localization to extracellular region	7/74	377/18870	0.0006851164702825	0.0023381632272697	0.00090351571878	CASR/HIF1A/IL1A/IL1B/IL6/TGFB1/TNF	7
BP	GO:0001823	mesonephros development	4/74	103/18870	0.0007185441872347	0.002447194260747	0.0009456476159173	BCL2/CAT/MYC/SHH	4
BP	GO:0097306	cellular response to alcohol	4/74	103/18870	0.0007185441872347	0.002447194260747	0.0009456476159173	AKT1/CDH1/SGK1/SOD2	4
BP	GO:0030890	positive regulation of B cell proliferation	3/74	45/18870	0.000729836683041	0.0024754563187864	0.0009565686728332	BCL2/CDKN1A/TLR9	3
BP	GO:0031641	regulation of myelination	3/74	45/18870	0.000729836683041	0.0024754563187864	0.0009565686728332	AKT1/MTOR/TNF	3
BP	GO:0140894	endolysosomal toll-like receptor signaling pathway	3/74	45/18870	0.000729836683041	0.0024754563187864	0.0009565686728332	TLR9/TNF/TNFAIP3	3
BP	GO:1905521	regulation of macrophage migration	3/74	45/18870	0.000729836683041	0.0024754563187864	0.0009565686728332	CYP19A1/MAPK1/MAPK3	3
BP	GO:0019218	regulation of steroid metabolic process	4/74	104/18870	0.0007450864655981	0.0025245911288247	0.0009755554025411	IL1A/NFKB1/SOD1/TNF	4
BP	GO:1901988	negative regulation of cell cycle phase transition	6/74	277/18870	0.0007613595679229	0.0025770891413727	0.000995841744824	BCL2/CCL2/CDKN1A/H2AX/MAPK14/TP53	6
BP	GO:0043255	regulation of carbohydrate biosynthetic process	4/74	105/18870	0.0007723151809877	0.0026114992878595	0.0010091385531365	AKT1/GPT/NFKB1/TGFB1	4
BP	GO:0006984	ER-nucleus signaling pathway	3/74	46/18870	0.000778565763984	0.0026192441317348	0.0010121313245989	DDIT3/NFE2L2/TP53	3
BP	GO:0032309	icosanoid secretion	3/74	46/18870	0.000778565763984	0.0026192441317348	0.0010121313245989	IL1A/IL1B/PTGS2	3
BP	GO:0032881	regulation of polysaccharide metabolic process	3/74	46/18870	0.000778565763984	0.0026192441317348	0.0010121313245989	AKT1/NFKB1/TGFB1	3
BP	GO:0035272	exocrine system development	3/74	46/18870	0.000778565763984	0.0026192441317348	0.0010121313245989	SHH/TGFB1/TNF	3
BP	GO:1901861	regulation of muscle tissue development	3/74	46/18870	0.000778565763984	0.0026192441317348	0.0010121313245989	BCL2/SHH/TGFB1	3
BP	GO:0002532	production of molecular mediator involved in inflammatory response	4/74	106/18870	0.0008002401809052	0.0026866946987347	0.0010381956501405	HIF1A/IL6/MAPK14/TNF	4
BP	GO:0030316	osteoclast differentiation	4/74	106/18870	0.0008002401809052	0.0026866946987347	0.0010381956501405	MAPK14/MTOR/PIK3R1/TNF	4
BP	GO:0006983	ER overload response	2/74	11/18870	0.0008155515142255	0.0027105817663757	0.0010474261182436	DDIT3/TP53	2
BP	GO:0019372	lipoxygenase pathway	2/74	11/18870	0.0008155515142255	0.0027105817663757	0.0010474261182436	GPX1/GPX4	2
BP	GO:0050847	progesterone receptor signaling pathway	2/74	11/18870	0.0008155515142255	0.0027105817663757	0.0010474261182436	MAPK1/PGR	2
BP	GO:0062100	positive regulation of programmed necrotic cell death	2/74	11/18870	0.0008155515142255	0.0027105817663757	0.0010474261182436	RIPK1/TP53	2
BP	GO:0072584	caveolin-mediated endocytosis	2/74	11/18870	0.0008155515142255	0.0027105817663757	0.0010474261182436	MAPK1/MAPK3	2
BP	GO:1902510	regulation of apoptotic DNA fragmentation	2/74	11/18870	0.0008155515142255	0.0027105817663757	0.0010474261182436	BAX/IL6	2
BP	GO:1905461	positive regulation of vascular associated smooth muscle cell apoptotic process	2/74	11/18870	0.0008155515142255	0.0027105817663757	0.0010474261182436	MFN2/SOD2	2
BP	GO:1990440	positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress	2/74	11/18870	0.0008155515142255	0.0027105817663757	0.0010474261182436	DDIT3/TP53	2
BP	GO:2000343	positive regulation of chemokine (C-X-C motif) ligand 2 production	2/74	11/18870	0.0008155515142255	0.0027105817663757	0.0010474261182436	TGFB1/TNF	2
BP	GO:2001054	negative regulation of mesenchymal cell apoptotic process	2/74	11/18870	0.0008155515142255	0.0027105817663757	0.0010474261182436	HIF1A/SHH	2
BP	GO:0002701	negative regulation of production of molecular mediator of immune response	3/74	47/18870	0.0008293176534078	0.0027508058975121	0.0010629695731796	IL10/TGFB1/TNF	3
BP	GO:0035794	positive regulation of mitochondrial membrane permeability	3/74	47/18870	0.0008293176534078	0.0027508058975121	0.0010629695731796	BAX/MAPK8/TP53	3
BP	GO:0097696	receptor signaling pathway via STAT	5/74	188/18870	0.0008597034311022	0.0028487367200951	0.0011008121140787	CCL2/IL10/IL6/TGFB1/TNF	5
BP	GO:0031670	cellular response to nutrient	3/74	48/18870	0.0008821252389647	0.0028956515930962	0.0011189410131678	CASR/COL1A1/MTOR	3
BP	GO:0032369	negative regulation of lipid transport	3/74	48/18870	0.0008821252389647	0.0028956515930962	0.0011189410131678	AKT1/NFKB1/SHH	3
BP	GO:0032620	interleukin-17 production	3/74	48/18870	0.0008821252389647	0.0028956515930962	0.0011189410131678	DDIT3/IL6/TGFB1	3
BP	GO:0032660	regulation of interleukin-17 production	3/74	48/18870	0.0008821252389647	0.0028956515930962	0.0011189410131678	DDIT3/IL6/TGFB1	3
BP	GO:0032964	collagen biosynthetic process	3/74	48/18870	0.0008821252389647	0.0028956515930962	0.0011189410131678	COL1A1/IL6/TGFB1	3
BP	GO:0042088	T-helper 1 type immune response	3/74	48/18870	0.0008821252389647	0.0028956515930962	0.0011189410131678	IL1B/IL1R1/MTOR	3
BP	GO:0045776	negative regulation of blood pressure	3/74	48/18870	0.0008821252389647	0.0028956515930962	0.0011189410131678	NOS3/SOD2/TNF	3
BP	GO:1900542	regulation of purine nucleotide metabolic process	3/74	48/18870	0.0008821252389647	0.0028956515930962	0.0011189410131678	MTOR/NOS3/TP53	3
BP	GO:1902003	regulation of amyloid-beta formation	3/74	48/18870	0.0008821252389647	0.0028956515930962	0.0011189410131678	CASP3/RELA/TNF	3
BP	GO:0071900	regulation of protein serine/threonine kinase activity	6/74	285/18870	0.0008826177217541	0.0028956515930962	0.0011189410131678	AKT1/CDKN1A/CDKN2A/IL1B/TGFB1/TNF	6
BP	GO:0035967	cellular response to topologically incorrect protein	4/74	109/18870	0.000888291471658	0.0029113774992796	0.0011250178358905	BAX/DDIT3/NFE2L2/PIK3R1	4
BP	GO:0002040	sprouting angiogenesis	5/74	190/18870	0.0009014605673497	0.0029486944571965	0.0011394378976132	AKT1/HMOX1/IL10/PTGS2/TGFB1	5
BP	GO:0006839	mitochondrial transport	5/74	190/18870	0.0009014605673497	0.0029486944571965	0.0011394378976132	BAX/BCL2/MAPK8/MFN2/TP53	5
BP	GO:0071560	cellular response to transforming growth factor beta stimulus	6/74	287/18870	0.0009151399583293	0.0029904820575051	0.0011555855101017	ACTA2/COL1A1/COL3A1/ID1/TGFB1/TP53	6
BP	GO:0010469	regulation of signaling receptor activity	4/74	110/18870	0.0009191002221331	0.0029945462409795	0.0011571559965461	CCL2/HIF1A/IL10/TNF	4
BP	GO:0018210	peptidyl-threonine modification	4/74	110/18870	0.0009191002221331	0.0029945462409795	0.0011571559965461	AKT1/MAPK1/MAPK8/TGFB1	4
BP	GO:0042116	macrophage activation	4/74	110/18870	0.0009191002221331	0.0029945462409795	0.0011571559965461	IL10/IL6/TLR9/TNF	4
BP	GO:1903532	positive regulation of secretion by cell	6/74	288/18870	0.000931744019876	0.0030290598904296	0.0011704928005925	CASR/CYP19A1/HIF1A/IL1A/IL1B/TGFB1	6
BP	GO:0001774	microglial cell activation	3/74	49/18870	0.000937020945845	0.0030290598904296	0.0011704928005925	IL6/TLR9/TNF	3
BP	GO:0006140	regulation of nucleotide metabolic process	3/74	49/18870	0.000937020945845	0.0030290598904296	0.0011704928005925	MTOR/NOS3/TP53	3
BP	GO:0036230	granulocyte activation	3/74	49/18870	0.000937020945845	0.0030290598904296	0.0011704928005925	CXCL8/CXCR2/TNF	3
BP	GO:0046427	positive regulation of receptor signaling pathway via JAK-STAT	3/74	49/18870	0.000937020945845	0.0030290598904296	0.0011704928005925	IL10/IL6/TNF	3
BP	GO:0048546	digestive tract morphogenesis	3/74	49/18870	0.000937020945845	0.0030290598904296	0.0011704928005925	BCL2/HIF1A/SHH	3
BP	GO:0098927	vesicle-mediated transport between endosomal compartments	3/74	49/18870	0.000937020945845	0.0030290598904296	0.0011704928005925	BECN1/MAPK1/MAPK3	3
BP	GO:1902108	regulation of mitochondrial membrane permeability involved in apoptotic process	3/74	49/18870	0.000937020945845	0.0030290598904296	0.0011704928005925	BAX/MAPK8/TP53	3
BP	GO:0001938	positive regulation of endothelial cell proliferation	4/74	111/18870	0.0009506545882041	0.0030671363153084	0.0011852063364106	AKT1/HIF1A/HMOX1/IL10	4
BP	GO:1905954	positive regulation of lipid localization	4/74	111/18870	0.0009506545882041	0.0030671363153084	0.0011852063364106	CYP19A1/IL1A/IL1B/NFKB1	4
BP	GO:0072659	protein localization to plasma membrane	6/74	290/18870	0.0009656488922391	0.0031104713485248	0.0012019519097	AKT1/CDH1/PIK3R1/SQSTM1/TGFB1/TNF	6
BP	GO:0006006	glucose metabolic process	5/74	193/18870	0.000966907936584	0.0031104713485248	0.0012019519097	AKT1/GPT/MAPK14/TNF/TP53	5
BP	GO:0009755	hormone-mediated signaling pathway	5/74	193/18870	0.000966907936584	0.0031104713485248	0.0012019519097	ESR1/ESR2/KDM1A/MAPK1/PGR	5
BP	GO:0009650	UV protection	2/74	12/18870	0.0009761783851125	0.0031160443239064	0.0012041054252454	CAT/GPX1	2
BP	GO:0030656	regulation of vitamin metabolic process	2/74	12/18870	0.0009761783851125	0.0031160443239064	0.0012041054252454	NFKB1/TNF	2
BP	GO:0032782	bile acid secretion	2/74	12/18870	0.0009761783851125	0.0031160443239064	0.0012041054252454	CASR/TNF	2
BP	GO:0060442	branching involved in prostate gland morphogenesis	2/74	12/18870	0.0009761783851125	0.0031160443239064	0.0012041054252454	ESR1/SHH	2
BP	GO:0060965	negative regulation of miRNA-mediated gene silencing	2/74	12/18870	0.0009761783851125	0.0031160443239064	0.0012041054252454	IL6/TP53	2
BP	GO:0071493	cellular response to UV-B	2/74	12/18870	0.0009761783851125	0.0031160443239064	0.0012041054252454	CDKN1A/MAPK14	2
BP	GO:0097264	self proteolysis	2/74	12/18870	0.0009761783851125	0.0031160443239064	0.0012041054252454	CASP8/SHH	2
BP	GO:1905671	regulation of lysosome organization	2/74	12/18870	0.0009761783851125	0.0031160443239064	0.0012041054252454	BECN1/MTOR	2
BP	GO:0006693	prostaglandin metabolic process	3/74	50/18870	0.0009940367404432	0.0031638878735762	0.0012225931846391	IL1B/PTGS1/PTGS2	3
BP	GO:0010665	regulation of cardiac muscle cell apoptotic process	3/74	50/18870	0.0009940367404432	0.0031638878735762	0.0012225931846391	CXCR2/NFE2L2/TP53	3
BP	GO:0048066	developmental pigmentation	3/74	50/18870	0.0009940367404432	0.0031638878735762	0.0012225931846391	BAX/BCL2/SOD2	3
BP	GO:0090276	regulation of peptide hormone secretion	5/74	195/18870	0.0010124626789922	0.003219436614834	0.0012440583930127	CASR/HIF1A/IL1B/IL6/TNF	5
BP	GO:0071559	response to transforming growth factor beta	6/74	293/18870	0.0010182809261821	0.0032348271113203	0.0012500056063351	ACTA2/COL1A1/COL3A1/ID1/TGFB1/TP53	6
BP	GO:0002377	immunoglobulin production	5/74	196/18870	0.0010358296072938	0.0032874169974287	0.0012703274505048	IL10/IL6/TGFB1/TLR9/TNF	5
BP	GO:0001974	blood vessel remodeling	3/74	51/18870	0.0010532041340029	0.0033329627475096	0.0012879272915432	BAX/NOS3/TGFB1	3
BP	GO:0006692	prostanoid metabolic process	3/74	51/18870	0.0010532041340029	0.0033329627475096	0.0012879272915432	IL1B/PTGS1/PTGS2	3
BP	GO:1905710	positive regulation of membrane permeability	3/74	51/18870	0.0010532041340029	0.0033329627475096	0.0012879272915432	BAX/MAPK8/TP53	3
BP	GO:0002791	regulation of peptide secretion	5/74	198/18870	0.0010837637210642	0.0034263925674565	0.001324030549836	CASR/HIF1A/IL1B/IL6/TNF	5
BP	GO:0030073	insulin secretion	5/74	199/18870	0.0011083394012661	0.0034870678277085	0.0013474767535652	CASR/HIF1A/IL1B/IL6/TNF	5
BP	GO:1902075	cellular response to salt	5/74	199/18870	0.0011083394012661	0.0034870678277085	0.0013474767535652	CDH1/COL1A1/PTGS2/SHH/TLR9	5
BP	GO:0002269	leukocyte activation involved in inflammatory response	3/74	52/18870	0.0011145541862376	0.0034870678277085	0.0013474767535652	IL6/TLR9/TNF	3
BP	GO:0006110	regulation of glycolytic process	3/74	52/18870	0.0011145541862376	0.0034870678277085	0.0013474767535652	HDAC4/HIF1A/MTOR	3
BP	GO:0006636	unsaturated fatty acid biosynthetic process	3/74	52/18870	0.0011145541862376	0.0034870678277085	0.0013474767535652	IL1B/PTGS1/PTGS2	3
BP	GO:0006968	cellular defense response	3/74	52/18870	0.0011145541862376	0.0034870678277085	0.0013474767535652	BECN1/CXCR2/RELA	3
BP	GO:0010662	regulation of striated muscle cell apoptotic process	3/74	52/18870	0.0011145541862376	0.0034870678277085	0.0013474767535652	CXCR2/NFE2L2/TP53	3
BP	GO:0010823	negative regulation of mitochondrion organization	3/74	52/18870	0.0011145541862376	0.0034870678277085	0.0013474767535652	AKT1/GPX1/TP53	3
BP	GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	3/74	52/18870	0.0011145541862376	0.0034870678277085	0.0013474767535652	AKT1/GPX1/TNF	3
BP	GO:0060688	regulation of morphogenesis of a branching structure	3/74	52/18870	0.0011145541862376	0.0034870678277085	0.0013474767535652	ESR1/SHH/TNF	3
BP	GO:0071470	cellular response to osmotic stress	3/74	52/18870	0.0011145541862376	0.0034870678277085	0.0013474767535652	CASP3/MTOR/PTGS2	3
BP	GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	7/74	410/18870	0.001117863418684	0.0034940526065741	0.0013501758198338	COL3A1/ID1/MAPK14/MAPK3/SHH/TGFB1/TP53	7
BP	GO:0002062	chondrocyte differentiation	4/74	116/18870	0.0011199563843267	0.0034940526065741	0.0013501758198338	COL3A1/HIF1A/MAPK14/TGFB1	4
BP	GO:0015908	fatty acid transport	4/74	116/18870	0.0011199563843267	0.0034940526065741	0.0013501758198338	AKT1/IL1A/IL1B/PTGS2	4
BP	GO:0090087	regulation of peptide transport	5/74	200/18870	0.0011333265138236	0.003530141732624	0.0013641214213568	CASR/HIF1A/IL1B/IL6/TNF	5
BP	GO:0031392	regulation of prostaglandin biosynthetic process	2/74	13/18870	0.0011507386718381	0.003530141732624	0.0013641214213568	IL1B/PTGS2	2
BP	GO:0032306	regulation of prostaglandin secretion	2/74	13/18870	0.0011507386718381	0.003530141732624	0.0013641214213568	IL1A/IL1B	2
BP	GO:0032308	positive regulation of prostaglandin secretion	2/74	13/18870	0.0011507386718381	0.003530141732624	0.0013641214213568	IL1A/IL1B	2
BP	GO:0032494	response to peptidoglycan	2/74	13/18870	0.0011507386718381	0.003530141732624	0.0013641214213568	IL6/RELA	2
BP	GO:0036462	TRAIL-activated apoptotic signaling pathway	2/74	13/18870	0.0011507386718381	0.003530141732624	0.0013641214213568	CASP8/FADD	2
BP	GO:0042362	fat-soluble vitamin biosynthetic process	2/74	13/18870	0.0011507386718381	0.003530141732624	0.0013641214213568	NFKB1/TNF	2
BP	GO:0045986	negative regulation of smooth muscle contraction	2/74	13/18870	0.0011507386718381	0.003530141732624	0.0013641214213568	PTGS2/SOD1	2
BP	GO:0060149	negative regulation of post-transcriptional gene silencing	2/74	13/18870	0.0011507386718381	0.003530141732624	0.0013641214213568	IL6/TP53	2
BP	GO:0060967	negative regulation of gene silencing by regulatory ncRNA	2/74	13/18870	0.0011507386718381	0.003530141732624	0.0013641214213568	IL6/TP53	2
BP	GO:0061430	bone trabecula morphogenesis	2/74	13/18870	0.0011507386718381	0.003530141732624	0.0013641214213568	COL1A1/MMP2	2
BP	GO:0061517	macrophage proliferation	2/74	13/18870	0.0011507386718381	0.003530141732624	0.0013641214213568	MAPK1/MAPK3	2
BP	GO:0071285	cellular response to lithium ion	2/74	13/18870	0.0011507386718381	0.003530141732624	0.0013641214213568	CDH1/SHH	2
BP	GO:0072683	T cell extravasation	2/74	13/18870	0.0011507386718381	0.003530141732624	0.0013641214213568	CCL2/FADD	2
BP	GO:1900103	positive regulation of endoplasmic reticulum unfolded protein response	2/74	13/18870	0.0011507386718381	0.003530141732624	0.0013641214213568	BAX/PIK3R1	2
BP	GO:1900369	negative regulation of post-transcriptional gene silencing by regulatory ncRNA	2/74	13/18870	0.0011507386718381	0.003530141732624	0.0013641214213568	IL6/TP53	2
BP	GO:1903377	negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway	2/74	13/18870	0.0011507386718381	0.003530141732624	0.0013641214213568	HIF1A/IL10	2
BP	GO:1903624	regulation of DNA catabolic process	2/74	13/18870	0.0011507386718381	0.003530141732624	0.0013641214213568	BAX/IL6	2
BP	GO:0002366	leukocyte activation involved in immune response	6/74	301/18870	0.0011694680755876	0.003584273332686	0.0013850390164024	IL10/IL6/MTOR/TGFB1/TNF/TP53	6
BP	GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	3/74	53/18870	0.0011781175089294	0.0036074394463239	0.0013939908926319	FADD/RIPK1/TNF	3
BP	GO:0002695	negative regulation of leukocyte activation	5/74	202/18870	0.001184552157674	0.0036237872205626	0.0014003080183225	CASP3/FN1/IL10/SHH/TNFAIP3	5
BP	GO:0007088	regulation of mitotic nuclear division	4/74	118/18870	0.0011932421207236	0.0036469978680527	0.0014092771033743	IL1A/IL1B/MKI67/TNF	4
BP	GO:0001933	negative regulation of protein phosphorylation	6/74	304/18870	0.0012303999575137	0.0037558153538458	0.0014513264811703	AKT1/BAX/CDKN1A/CDKN2A/IL1B/TGFB1	6
