ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0031330	negative regulation of cellular catabolic process	9/74	208/18870	1.20173790772532e-7	0.00000137513746050091	5.31382196313436e-7	AKT1/BCL2/BECN1/HMOX1/IL10/MAPK14/MCL1/MTOR/TP53	9
BP	GO:0070228	regulation of lymphocyte apoptotic process	6/74	60/18870	1.25254672012745e-7	0.00000141855205597996	5.48158514143738e-7	BAX/BCL2/FADD/HIF1A/IL10/TP53	6
BP	GO:0080164	regulation of nitric oxide metabolic process	6/74	60/18870	1.25254672012745e-7	0.00000141855205597996	5.48158514143738e-7	AKT1/IL10/IL1B/PTGS2/SOD2/TNF	6
BP	GO:0097300	programmed necrotic cell death	6/74	60/18870	1.25254672012745e-7	0.00000141855205597996	5.48158514143738e-7	BAX/CASP8/FADD/RIPK1/TNF/TP53	6
BP	GO:0001890	placenta development	8/74	151/18870	1.34578233205169e-7	0.00000151894272085152	5.86951590124217e-7	AKT1/CASP8/HIF1A/IL10/MAPK1/MAPK14/PTGS2/SOD1	8
BP	GO:0032755	positive regulation of interleukin-6 production	7/74	101/18870	1.36818788202337e-7	0.00000153897868226234	5.94693909336329e-7	IL1A/IL1B/IL6/RELA/TGFB1/TLR9/TNF	7
BP	GO:0042098	T cell proliferation	9/74	213/18870	1.47130904683718e-7	0.00000164936237894595	6.3734850414285e-7	BAX/CASP3/FADD/IL10/IL1A/IL1B/IL6/SHH/TP53	9
BP	GO:0030183	B cell differentiation	8/74	153/18870	1.48960421691583e-7	0.00000165256917946378	6.38587679680752e-7	BAX/BCL2/HDAC4/IL10/IL6/PIK3R1/TLR9/TP53	8
BP	GO:0043535	regulation of blood vessel endothelial cell migration	8/74	153/18870	1.48960421691583e-7	0.00000165256917946378	6.38587679680752e-7	AKT1/HIF1A/HMOX1/NFE2L2/NOS3/PTGS2/TGFB1/TNF	8
BP	GO:0002360	T cell lineage commitment	5/74	32/18870	1.49915559068381e-7	0.00000165256917946378	6.38587679680752e-7	BCL2/IL6/MTOR/SHH/TP53	5
BP	GO:0016242	negative regulation of macroautophagy	5/74	32/18870	1.49915559068381e-7	0.00000165256917946378	6.38587679680752e-7	AKT1/BECN1/HMOX1/MTOR/TP53	5
BP	GO:0070498	interleukin-1-mediated signaling pathway	5/74	32/18870	1.49915559068381e-7	0.00000165256917946378	6.38587679680752e-7	IL1B/IL1R1/IL6/MAPK3/RELA	5
BP	GO:0043542	endothelial cell migration	10/74	284/18870	1.56505715419776e-7	0.0000017151924679285	6.62786642708514e-7	AKT1/GPX1/HIF1A/HMOX1/ID1/NFE2L2/NOS3/PTGS2/TGFB1/TNF	10
BP	GO:0045639	positive regulation of myeloid cell differentiation	7/74	103/18870	1.56633844969582e-7	0.0000017151924679285	6.62786642708514e-7	CASP8/FADD/HIF1A/MAPK14/RIPK1/TGFB1/TNF	7
BP	GO:0048754	branching morphogenesis of an epithelial tube	8/74	156/18870	1.73002856683688e-7	0.00000188818629390414	7.29635115560176e-7	AREG/BCL2/CASR/ESR1/MYC/PGR/SHH/TNF	8
BP	GO:0043618	regulation of transcription from RNA polymerase II promoter in response to stress	5/74	33/18870	1.76148283127977e-7	0.00000191619201415861	7.40457118134916e-7	DDIT3/HIF1A/HMOX1/NFE2L2/TP53	5
BP	GO:0050679	positive regulation of epithelial cell proliferation	9/74	218/18870	1.79208626592431e-7	0.00000194309156767596	7.5085167448908e-7	AKT1/AREG/HIF1A/HMOX1/IL10/MYC/SHH/TNF/TNFAIP3	9
BP	GO:0048568	embryonic organ development	12/74	453/18870	1.80702490475456e-7	0.0000019528860653671	7.54636475532175e-7	AKT1/CASP8/CXCL8/HIF1A/IL10/MAPK1/MAPK3/SHH/SOD1/TGFB1/TNF/TP53	12
BP	GO:0051962	positive regulation of nervous system development	10/74	290/18870	1.89970120882356e-7	0.00000204269181771645	7.89339317463043e-7	FN1/HIF1A/IL1B/IL6/KDM1A/MTOR/RELA/SHH/TGFB1/TNF	10
BP	GO:0090316	positive regulation of intracellular protein transport	8/74	158/18870	1.90820033188983e-7	0.00000204269181771645	7.89339317463043e-7	CDH1/IL1B/MAPK14/MAPK8/PIK3R1/PTGS2/SHH/TGFB1	8
BP	GO:0032760	positive regulation of tumor necrosis factor production	7/74	106/18870	1.90865367908794e-7	0.00000204269181771645	7.89339317463043e-7	FADD/IL1A/IL6/PIK3R1/RIPK1/TGFB1/TLR9	7
BP	GO:0002526	acute inflammatory response	7/74	107/18870	2.03591481506304e-7	0.00000216487790784999	8.36554606697081e-7	CXCR2/FN1/IL1A/IL1B/IL6/PTGS2/TNF	7
BP	GO:1901796	regulation of signal transduction by p53 class mediator	7/74	107/18870	2.03591481506304e-7	0.00000216487790784999	8.36554606697081e-7	AKT1/BCL2/KDM1A/MTOR/MYC/SGK1/TP53	7
BP	GO:0001782	B cell homeostasis	5/74	34/18870	2.05889969519152e-7	0.0000021684016853498	8.37916268844288e-7	BAX/BCL2/CASP3/HIF1A/TNFAIP3	5
BP	GO:0010661	positive regulation of muscle cell apoptotic process	5/74	34/18870	2.05889969519152e-7	0.0000021684016853498	8.37916268844288e-7	CDKN2A/CXCR2/MFN2/SOD2/TP53	5
BP	GO:0034405	response to fluid shear stress	5/74	34/18870	2.05889969519152e-7	0.0000021684016853498	8.37916268844288e-7	AKT1/MMP2/NFE2L2/NOS3/PTGS2	5
BP	GO:0010631	epithelial cell migration	11/74	372/18870	2.07482991332655e-7	0.0000021782420709114	8.41718801930971e-7	AKT1/GPX1/HIF1A/HMOX1/ID1/MTOR/NFE2L2/NOS3/PTGS2/TGFB1/TNF	11
BP	GO:0030336	negative regulation of cell migration	11/74	373/18870	2.13127034969026e-7	0.0000022304148881094	8.61879481853423e-7	AKT1/BCL2/CCL2/CDH1/COL3A1/CYP19A1/HMOX1/NFE2L2/SHH/TGFB1/TNF	11
BP	GO:0090132	epithelium migration	11/74	375/18870	2.24825140371497e-7	0.00000234541558109949	9.06318181673574e-7	AKT1/GPX1/HIF1A/HMOX1/ID1/MTOR/NFE2L2/NOS3/PTGS2/TGFB1/TNF	11
BP	GO:0048511	rhythmic process	10/74	296/18870	2.29572770338535e-7	0.00000238741242613061	9.22546650748033e-7	CASP3/ESR1/ID1/MAPK8/MMP2/MTOR/NOS3/PGR/TNF/TP53	10
BP	GO:0046822	regulation of nucleocytoplasmic transport	7/74	109/18870	2.31198875372841e-7	0.00000238955141294922	9.23373200490299e-7	CDH1/IL1B/MAPK14/PIK3R1/PTGS2/SHH/TGFB1	7
BP	GO:0120254	olefinic compound metabolic process	8/74	162/18870	2.31223602099712e-7	0.00000238955141294922	9.23373200490299e-7	CYP17A1/CYP19A1/CYP1A2/CYP2D6/GPX1/GPX4/PTGS1/PTGS2	8
BP	GO:0007254	JNK cascade	8/74	163/18870	2.4240064673891e-7	0.00000248949980983097	9.61995374766382e-7	CASR/IL1A/IL1B/MAPK8/NFKB1/RIPK1/TLR9/TNF	8
BP	GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	8/74	163/18870	2.4240064673891e-7	0.00000248949980983097	9.61995374766382e-7	AKT1/BAX/CASP8/CASP9/CYCS/GPX1/MYC/TNF	8
BP	GO:0072577	endothelial cell apoptotic process	6/74	67/18870	2.44334198421961e-7	0.000002501588836475	9.66666830321854e-7	CCL2/IL10/NFE2L2/TGFB1/TNF/TNFAIP3	6
BP	GO:1903557	positive regulation of tumor necrosis factor superfamily cytokine production	7/74	110/18870	2.46144362334632e-7	0.0000025123438464217	9.70822793613527e-7	FADD/IL1A/IL6/PIK3R1/RIPK1/TGFB1/TLR9	7
BP	GO:0050863	regulation of T cell activation	11/74	381/18870	2.63409473046024e-7	0.00000268029269957909	0.00000103572178227651	AKT1/CASP3/CCL2/FADD/IL10/IL1A/IL1B/IL6/MTOR/SHH/SOD1	11
BP	GO:0043433	negative regulation of DNA-binding transcription factor activity	8/74	167/18870	2.91870648879682e-7	0.00000296078599952488	0.00000114411032528232	CDKN2A/DDIT3/ESR1/HDAC4/ID1/IL10/KDM1A/TNFAIP3	8
BP	GO:0043410	positive regulation of MAPK cascade	12/74	474/18870	2.93690112472464e-7	0.00000297013211604415	0.00000114772186235819	ACTA2/CASR/CCL2/IL1A/IL1B/IL6/MAPK3/RIPK1/SOD1/TGFB1/TLR9/TNF	12
BP	GO:0050920	regulation of chemotaxis	9/74	232/18870	3.03483407585999e-7	0.00000305981594172835	0.00000118237758924712	CASR/CCL2/CXCL8/CXCR2/CYP19A1/IL6/MAPK1/MAPK3/TGFB1	9
BP	GO:2000146	negative regulation of cell motility	11/74	388/18870	3.1575162464591e-7	0.00000317383167995145	0.00000122643568171536	AKT1/BCL2/CCL2/CDH1/COL3A1/CYP19A1/HMOX1/NFE2L2/SHH/TGFB1/TNF	11
BP	GO:0033559	unsaturated fatty acid metabolic process	7/74	115/18870	3.33671946479743e-7	0.00000334379735457125	0.00000129211401284341	CYP1A2/CYP2D6/GPX1/GPX4/IL1B/PTGS1/PTGS2	7
BP	GO:0002573	myeloid leukocyte differentiation	9/74	235/18870	3.38201097318659e-7	0.00000337894570644352	0.00000130569607932852	CASP8/FADD/MAPK14/MTOR/MYC/PIK3R1/RIPK1/TGFB1/TNF	9
BP	GO:0032102	negative regulation of response to external stimulus	12/74	481/18870	3.4341455907072e-7	0.00000342069863508094	0.00000132183029395008	AKT1/CCL2/CYP19A1/GPX1/IL10/MAPK14/NFKB1/NOS3/SOD1/TGFB1/TNF/TNFAIP3	12
BP	GO:0009266	response to temperature stimulus	8/74	171/18870	3.49756365267011e-7	0.00000346861096101515	0.00000134034462994681	AKT1/CDKN1A/HMOX1/IL1A/MTOR/NOS3/PTGS2/SOD1	8
BP	GO:0045785	positive regulation of cell adhesion	12/74	482/18870	3.51099134725452e-7	0.00000346861096101515	0.00000134034462994681	AKT1/CCL2/FADD/FN1/IL10/IL1A/IL1B/IL6/MTOR/RELA/SHH/TNF	12
BP	GO:0071375	cellular response to peptide hormone stimulus	10/74	310/18870	3.51371234333255e-7	0.00000346861096101515	0.00000134034462994681	AKT1/GPT/IL1B/MAPK1/MAPK3/MTOR/NFE2L2/NFKB1/PIK3R1/RELA	10
BP	GO:0045429	positive regulation of nitric oxide biosynthetic process	5/74	38/18870	3.66900408137594e-7	0.0000036004143908339	0.00000139127626262389	AKT1/IL1B/PTGS2/SOD2/TNF	5
BP	GO:1990776	response to angiotensin	5/74	38/18870	3.66900408137594e-7	0.0000036004143908339	0.00000139127626262389	COL3A1/NFE2L2/NFKB1/PTGS2/RELA	5
BP	GO:0007162	negative regulation of cell adhesion	10/74	312/18870	3.72741210066632e-7	0.00000364690882156909	0.0000014092426939299	AKT1/CASP3/CDH1/CDKN2A/COL1A1/IL10/MMP2/PIK3R1/SHH/TGFB1	10
BP	GO:0002262	myeloid cell homeostasis	8/74	173/18870	3.82211438959738e-7	0.00000369989870163423	0.00000142971910422356	BAX/CASP3/CXCR2/HIF1A/HMOX1/IL6/MAPK14/SOD1	8
BP	GO:0034349	glial cell apoptotic process	4/74	16/18870	3.82632402769552e-7	0.00000369989870163423	0.00000142971910422356	CASP3/CASP9/CCL2/TP53	4
BP	GO:0045651	positive regulation of macrophage differentiation	4/74	16/18870	3.82632402769552e-7	0.00000369989870163423	0.00000142971910422356	CASP8/FADD/RIPK1/TGFB1	4
BP	GO:1903798	regulation of miRNA processing	4/74	16/18870	3.82632402769552e-7	0.00000369989870163423	0.00000142971910422356	IL6/RIPK1/TGFB1/TP53	4
BP	GO:0070372	regulation of ERK1 and ERK2 cascade	10/74	313/18870	3.83847674734356e-7	0.00000370082874736594	0.00000143007849356301	ACTA2/CASR/CCL2/FN1/IL1A/IL1B/MAPK3/TGFB1/TLR9/TNF	10
BP	GO:0031331	positive regulation of cellular catabolic process	11/74	396/18870	3.86679753102265e-7	0.00000371729634741044	0.00000143644192247904	BAX/BECN1/HIF1A/HMOX1/IL1B/IL6/MAPK3/MTOR/SQSTM1/TLR9/TNF	11
BP	GO:1904407	positive regulation of nitric oxide metabolic process	5/74	39/18870	4.19575415170046e-7	0.00000401543096330241	0.00000155164744304717	AKT1/IL1B/PTGS2/SOD2/TNF	5
BP	GO:0032609	type II interferon production	7/74	119/18870	4.21334909061366e-7	0.00000401543096330241	0.00000155164744304717	DDIT3/FADD/IL10/IL1B/IL1R1/TLR9/TNF	7
BP	GO:0032649	regulation of type II interferon production	7/74	119/18870	4.21334909061366e-7	0.00000401543096330241	0.00000155164744304717	DDIT3/FADD/IL10/IL1B/IL1R1/TLR9/TNF	7
BP	GO:0010634	positive regulation of epithelial cell migration	8/74	176/18870	4.35719207040704e-7	0.00000414058453357359	0.00000160000942936302	AKT1/HIF1A/HMOX1/MTOR/NFE2L2/NOS3/PTGS2/TGFB1	8
BP	GO:0002718	regulation of cytokine production involved in immune response	7/74	120/18870	4.46045380479711e-7	0.00000422656754511864	0.00000163323508340332	IL10/IL1B/IL1R1/IL6/TGFB1/TLR9/TNF	7
BP	GO:0022411	cellular component disassembly	12/74	497/18870	4.8628318240231e-7	0.00000459468138344125	0.00000177548205544783	BAX/BECN1/HIF1A/IL6/MFN2/MMP2/MYC/PIK3R1/SQSTM1/TGFB1/TNF/TP53	12
BP	GO:0031649	heat generation	4/74	17/18870	4.98881647937864e-7	0.00000466283571348449	0.00000180181832991268	IL1A/IL1B/PTGS2/TNF	4
BP	GO:0070920	regulation of regulatory ncRNA processing	4/74	17/18870	4.98881647937864e-7	0.00000466283571348449	0.00000180181832991268	IL6/RIPK1/TGFB1/TP53	4
BP	GO:1901522	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	4/74	17/18870	4.98881647937864e-7	0.00000466283571348449	0.00000180181832991268	HIF1A/NFE2L2/RELA/TP53	4
BP	GO:0002367	cytokine production involved in immune response	7/74	122/18870	4.99136329777294e-7	0.00000466283571348449	0.00000180181832991268	IL10/IL1B/IL1R1/IL6/TGFB1/TLR9/TNF	7
BP	GO:0045444	fat cell differentiation	9/74	248/18870	5.31622431898029e-7	0.00000495232502052615	0.00000191368312030899	AKT1/DDIT3/GPX1/IL6/MAPK14/PTGS2/SOD2/TGFB1/TNF	9
BP	GO:0048246	macrophage chemotaxis	5/74	41/18870	5.42794962738659e-7	0.00000502807546716175	0.00000194295469486874	CCL2/CYP19A1/MAPK1/MAPK3/MMP2	5
BP	GO:0060251	regulation of glial cell proliferation	5/74	41/18870	5.42794962738659e-7	0.00000502807546716175	0.00000194295469486874	IL1B/IL6/SHH/TNF/TP53	5
BP	GO:0032091	negative regulation of protein binding	6/74	77/18870	5.62821305117251e-7	0.00000519902250285684	0.00000200901224467022	AKT1/BAX/CDKN1A/IL10/KDM1A/MAPK8	6
BP	GO:1905952	regulation of lipid localization	8/74	183/18870	5.86073674250459e-7	0.00000539873437533779	0.00000208618513572807	AKT1/CYP19A1/IL1A/IL1B/IL6/NFKB1/SHH/TNF	8
BP	GO:0006690	icosanoid metabolic process	7/74	125/18870	5.8867641715739e-7	0.00000540764697649858	0.00000208962915330138	CYP1A2/CYP2D6/GPX1/GPX4/IL1B/PTGS1/PTGS2	7
BP	GO:0010827	regulation of glucose transmembrane transport	6/74	78/18870	6.07841834562706e-7	0.00000556823530996917	0.00000215168388149621	AKT1/IL1B/MAPK14/NFE2L2/PIK3R1/TNF	6
BP	GO:0002688	regulation of leukocyte chemotaxis	7/74	126/18870	6.21368273386264e-7	0.00000567642232068611	0.00000219348963038943	CCL2/CXCL8/CXCR2/CYP19A1/IL6/MAPK1/MAPK3	7
BP	GO:0035234	ectopic germ cell programmed cell death	4/74	18/18870	6.39517328215876e-7	0.00000581012034178544	0.00000224515337320438	BAX/IL1A/IL1B/SOD1	4
BP	GO:0036003	positive regulation of transcription from RNA polymerase II promoter in response to stress	4/74	18/18870	6.39517328215876e-7	0.00000581012034178544	0.00000224515337320438	DDIT3/HIF1A/NFE2L2/TP53	4
BP	GO:0001558	regulation of cell growth	11/74	417/18870	6.4423071526893e-7	0.00000583690678190233	0.00000225550422014847	AKT1/BCL2/CDH1/CDKN1A/CDKN2A/ESR2/FN1/MTOR/SGK1/TGFB1/TP53	11
BP	GO:0007565	female pregnancy	8/74	186/18870	6.62957221447668e-7	0.00000595760742208543	0.00000230214550010718	AKT1/BCL2/ESR1/IL1B/MMP2/PGR/PTGS2/SOD1	8
BP	GO:0032872	regulation of stress-activated MAPK cascade	8/74	186/18870	6.62957221447668e-7	0.00000595760742208543	0.00000230214550010718	IL1A/IL1B/MAPK1/MAPK3/MYC/RIPK1/TLR9/TNF	8
BP	GO:0051302	regulation of cell division	8/74	186/18870	6.62957221447668e-7	0.00000595760742208543	0.00000230214550010718	BECN1/CAT/CDC25B/IL1A/IL1B/MYC/SHH/TGFB1	8
BP	GO:0042692	muscle cell differentiation	11/74	419/18870	6.75283175393669e-7	0.00000605192807866359	0.0000023385929965138	AKT1/BCL2/CASP3/GPX1/HDAC4/KDM1A/MAPK14/MTOR/SHH/SOD2/TGFB1	11
BP	GO:0008217	regulation of blood pressure	8/74	187/18870	6.90429990996217e-7	0.00000616044660411884	0.00000238052684971282	ACTA2/NOS3/PTGS1/PTGS2/SGK1/SOD1/SOD2/TNF	8
BP	GO:0060443	mammary gland morphogenesis	5/74	43/18870	6.92980386069613e-7	0.00000616044660411884	0.00000238052684971282	AREG/BAX/ESR1/NFKB1/PGR	5
BP	GO:1904037	positive regulation of epithelial cell apoptotic process	5/74	43/18870	6.92980386069613e-7	0.00000616044660411884	0.00000238052684971282	BAX/CCL2/HMOX1/IL6/TGFB1	5
BP	GO:0006109	regulation of carbohydrate metabolic process	8/74	188/18870	7.18870320879643e-7	0.00000635642821162828	0.00000245625828749757	AKT1/GPT/HDAC4/HIF1A/MTOR/NFKB1/TGFB1/TP53	8
BP	GO:0030324	lung development	8/74	188/18870	7.18870320879643e-7	0.00000635642821162828	0.00000245625828749757	COL3A1/CYP1A2/MAPK1/MAPK3/NOS3/PGR/SHH/TNF	8
BP	GO:1990266	neutrophil migration	7/74	129/18870	7.28740056631484e-7	0.00000640942384914978	0.00000247673692259413	CCL2/CXCL1/CXCL8/CXCR2/IL1A/IL1B/IL1R1	7
BP	GO:2001056	positive regulation of cysteine-type endopeptidase activity	7/74	129/18870	7.28740056631484e-7	0.00000640942384914978	0.00000247673692259413	BAX/CASP8/CASP9/CYCS/FADD/MYC/TNF	7
BP	GO:0032386	regulation of intracellular transport	10/74	336/18870	7.33510512738443e-7	0.00000643426860908761	0.00000248633746325414	CDH1/IL1B/MAPK1/MAPK14/MAPK3/MAPK8/PIK3R1/PTGS2/SHH/TGFB1	10
BP	GO:0040013	negative regulation of locomotion	11/74	423/18870	7.41380414206516e-7	0.00000648609796238346	0.00000250636542146118	AKT1/BCL2/CCL2/CDH1/COL3A1/CYP19A1/HMOX1/NFE2L2/SHH/TGFB1/TNF	11
BP	GO:0046890	regulation of lipid biosynthetic process	8/74	189/18870	7.48306192927323e-7	0.0000065122331052912	0.00000251646459338994	AKT1/IL1A/IL1B/MTOR/NFKB1/PTGS2/SOD1/TNF	8
BP	GO:0070302	regulation of stress-activated protein kinase signaling cascade	8/74	189/18870	7.48306192927323e-7	0.0000065122331052912	0.00000251646459338994	IL1A/IL1B/MAPK1/MAPK3/MYC/RIPK1/TLR9/TNF	8
BP	GO:0006970	response to osmotic stress	6/74	81/18870	7.60940802992251e-7	0.00000660480639237631	0.00000255223686927087	BAX/CASP3/MTOR/PTGS2/TNF/TP53	6
BP	GO:0010595	positive regulation of endothelial cell migration	7/74	130/18870	7.67820622357165e-7	0.00000662972009956956	0.00000256186405260849	AKT1/HIF1A/HMOX1/NFE2L2/NOS3/PTGS2/TGFB1	7
BP	GO:0071621	granulocyte chemotaxis	7/74	130/18870	7.67820622357165e-7	0.00000662972009956956	0.00000256186405260849	CCL2/CXCL1/CXCL8/CXCR2/IL1B/MAPK1/MAPK3	7
BP	GO:0002544	chronic inflammatory response	4/74	19/18870	8.07653505617629e-7	0.00000695549516426432	0.00000268775042713761	CYP19A1/IL10/TNF/TNFAIP3	4
BP	GO:0051341	regulation of oxidoreductase activity	6/74	82/18870	8.18482130022346e-7	0.00000703044260775038	0.00000271671170429837	AKT1/HIF1A/IL1A/IL1B/NFKB1/TNF	6
BP	GO:0030323	respiratory tube development	8/74	192/18870	8.42876360145828e-7	0.00000722122311658615	0.00000279043332756214	COL3A1/CYP1A2/MAPK1/MAPK3/NOS3/PGR/SHH/TNF	8
BP	GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	8/74	193/18870	8.76586927687575e-7	0.00000749062782910287	0.00000289453700588254	FADD/IL10/IL1B/IL1R1/IL6/TGFB1/TNF/TNFAIP3	8
BP	GO:0051149	positive regulation of muscle cell differentiation	6/74	83/18870	8.79538122272362e-7	0.00000749647569679047	0.00000289679674562845	BCL2/MAPK14/MTOR/SHH/SOD2/TGFB1	6
BP	GO:0010660	regulation of muscle cell apoptotic process	6/74	84/18870	9.44272800282809e-7	0.00000798647097323593	0.00000308614128292726	CDKN2A/CXCR2/MFN2/NFE2L2/SOD2/TP53	6
BP	GO:0050871	positive regulation of B cell activation	6/74	84/18870	9.44272800282809e-7	0.00000798647097323593	0.00000308614128292726	BCL2/CDKN1A/IL10/IL6/TGFB1/TLR9	6
BP	GO:0072332	intrinsic apoptotic signaling pathway by p53 class mediator	6/74	84/18870	9.44272800282809e-7	0.00000798647097323593	0.00000308614128292726	BAX/BCL2/CDKN1A/KDM1A/MYC/TP53	6
BP	GO:0070849	response to epidermal growth factor	5/74	46/18870	9.77833735801669e-7	0.00000824922490891867	0.00000318767496042757	AKT1/BECN1/COL1A1/MAPK1/MAPK3	5
BP	GO:0045862	positive regulation of proteolysis	10/74	350/18870	0.00000106206551696043	0.00000893702459182736	0.00000345345530357564	AKT1/BAX/CASP8/CASP9/CYCS/FADD/IL1B/MYC/NFE2L2/TNF	10
BP	GO:0043029	T cell homeostasis	5/74	47/18870	0.00000109091322148613	0.00000915647214074783	0.00000353825447738222	AKT1/BAX/BCL2/CASP3/FADD	5
BP	GO:0030522	intracellular receptor signaling pathway	10/74	353/18870	0.00000114722278360557	0.00000959276793575058	0.00000370684839940834	ESR1/ESR2/KDM1A/MAPK1/MAPK8/PGR/RELA/TLR9/TNF/TNFAIP3	10
BP	GO:0033135	regulation of peptidyl-serine phosphorylation	7/74	138/18870	0.00000114869552541797	0.00000959276793575058	0.00000370684839940834	AKT1/BAX/BCL2/IL6/PTGS2/TGFB1/TNF	7
BP	GO:0048708	astrocyte differentiation	6/74	87/18870	0.00000116226879233923	0.00000968166976389375	0.00000374120194590964	IL1B/IL6/MAPK1/MAPK3/SHH/TNF	6
BP	GO:0032388	positive regulation of intracellular transport	8/74	201/18870	0.00000119026138920808	0.00000988993571384705	0.00000382168031340548	CDH1/IL1B/MAPK14/MAPK8/PIK3R1/PTGS2/SHH/TGFB1	8
BP	GO:0010224	response to UV-B	4/74	21/18870	0.00000123972863522793	0.0000102751443526285	0.00000397053307787023	BCL2/CDKN1A/MAPK14/RELA	4
BP	GO:0048864	stem cell development	6/74	88/18870	0.00000124346522593067	0.0000102803487553818	0.00000397254416915745	BCL2/FN1/HIF1A/MAPK1/MAPK3/SHH	6
BP	GO:0097194	execution phase of apoptosis	6/74	89/18870	0.00000132924133117644	0.0000109620974618466	0.00000423598628704082	AKT1/BAX/CASP3/CASP8/IL6/TP53	6
BP	GO:0070266	necroptotic process	5/74	49/18870	0.00000134790663687411	0.0000110883762391609	0.00000428478307715415	CASP8/FADD/RIPK1/TNF/TP53	5
BP	GO:0043393	regulation of protein binding	7/74	142/18870	0.00000139183271245811	0.0000114213170722059	0.00000441343845611635	AKT1/BAX/CDKN1A/HDAC4/IL10/KDM1A/MAPK8	7
BP	GO:0001894	tissue homeostasis	9/74	279/18870	0.00000141631915660893	0.000011536263140928	0.00000445785604796414	BAX/BCL2/COL3A1/IL6/NOS3/PTGS2/SOD1/TLR9/TNFAIP3	9
BP	GO:0060249	anatomical structure homeostasis	9/74	279/18870	0.00000141631915660893	0.000011536263140928	0.00000445785604796414	BAX/BCL2/COL3A1/IL6/NOS3/PTGS2/SOD1/TLR9/TNFAIP3	9
BP	GO:0010657	muscle cell apoptotic process	6/74	90/18870	0.00000141979410292037	0.000011536263140928	0.00000445785604796414	CDKN2A/CXCR2/MFN2/NFE2L2/SOD2/TP53	6
BP	GO:0046889	positive regulation of lipid biosynthetic process	6/74	90/18870	0.00000141979410292037	0.000011536263140928	0.00000445785604796414	AKT1/IL1A/IL1B/MTOR/PTGS2/TNF	6
BP	GO:0032869	cellular response to insulin stimulus	8/74	206/18870	0.00000143134585622374	0.0000115732536590022	0.00000447214996642804	AKT1/GPT/IL1B/MAPK1/MAPK3/MTOR/PIK3R1/RELA	8
BP	GO:0044703	multi-organism reproductive process	8/74	206/18870	0.00000143134585622374	0.0000115732536590022	0.00000447214996642804	AKT1/BCL2/ESR1/IL1B/MMP2/PGR/PTGS2/SOD1	8
BP	GO:0071674	mononuclear cell migration	8/74	207/18870	0.00000148425090627005	0.0000119717506025245	0.00000462613761286737	AKT1/CCL2/CXCR2/FADD/IL6/MAPK1/MAPK3/TNF	8
BP	GO:0022602	ovulation cycle process	5/74	50/18870	0.00000149311790149851	0.0000120139681271425	0.00000464245135720115	CASP3/ESR1/MMP2/NOS3/PGR	5
BP	GO:0042176	regulation of protein catabolic process	10/74	364/18870	0.00000151270210863448	0.0000121420045467335	0.00000469192733746105	AKT1/CDH1/GPX1/IL10/IL1B/NFE2L2/RELA/SHH/TNF/TNFAIP3	10
BP	GO:0002819	regulation of adaptive immune response	8/74	208/18870	0.00000153881399088994	0.0000123216897527192	0.00000476136150105873	FADD/IL10/IL1B/IL1R1/IL6/TGFB1/TNF/TNFAIP3	8
BP	GO:0045834	positive regulation of lipid metabolic process	7/74	145/18870	0.00000160126082985219	0.0000127599266610149	0.00000493070551031213	AKT1/IL1A/IL1B/MTOR/PTGS2/TGFB1/TNF	7
BP	GO:0050921	positive regulation of chemotaxis	7/74	145/18870	0.00000160126082985219	0.0000127599266610149	0.00000493070551031213	CASR/CXCL8/CXCR2/IL6/MAPK1/MAPK3/TGFB1	7
BP	GO:1904705	regulation of vascular associated smooth muscle cell proliferation	6/74	93/18870	0.00000172216996815476	0.0000136904232804995	0.00000529026908233775	CDKN1A/IL10/MFN2/MMP2/SOD2/TNF	6
BP	GO:0010721	negative regulation of cell development	9/74	287/18870	0.00000178821552847094	0.000014181363915236	0.00000547997892607275	CDH1/IL1A/IL1B/IL6/MYC/PIK3R1/SHH/TNF/TP53	9
BP	GO:0002066	columnar/cuboidal epithelial cell development	5/74	52/18870	0.00000182039532872082	0.0000143910605688762	0.00000556101014772994	AKT1/CDKN1A/HIF1A/PGR/TLR9	5
BP	GO:0019430	removal of superoxide radicals	4/74	23/18870	0.000001823360864336	0.0000143910605688762	0.00000556101014772994	NFE2L2/NOS3/SOD1/SOD2	4
BP	GO:0051781	positive regulation of cell division	6/74	94/18870	0.00000183391677019079	0.0000144203401388427	0.00000557232439277292	CAT/CDC25B/IL1A/IL1B/SHH/TGFB1	6
BP	GO:0038061	non-canonical NF-kappaB signal transduction	7/74	148/18870	0.00000183645037896389	0.0000144203401388427	0.00000557232439277292	AKT1/IL1B/NFKB1/RELA/RIPK1/TLR9/TNF	7
BP	GO:0052548	regulation of endopeptidase activity	9/74	288/18870	0.00000184015226446678	0.0000144203401388427	0.00000557232439277292	AKT1/BAX/CASP8/CASP9/CYCS/FADD/GPX1/MYC/TNF	9
