"Rank","Gene","Relevance_score"
"1544","MIR330","19.3275394439697"
"1545","TRE-TTC3-1","19.3268604278564"
"1546","TBL1XR1","19.3223991394043"
"1547","WFDC2","19.312686920166"
"1548","OGFRP1","19.3117427825928"
"1549","ING4","19.3093814849854"
"1550","LCAL1","19.3082637786865"
"1551","RICTOR","19.289587020874"
"1552","LAMC2","19.2790126800537"
"1553","RECK","19.2785396575928"
"1554","MIR196A2","19.2771663665771"
"1555","IGF2BP2","19.2465877532959"
"1556","MAP3K6","19.2374782562256"
"1557","RLIM","19.2294387817383"
"1558","ATF3","19.2262516021729"
"1559","MPL","19.2209281921387"
"1560","MIR28","19.2205181121826"
"1561","MIR30C1","19.2147674560547"
"1562","HEATR6","19.18430519104"
"1563","CASC20","19.1721725463867"
"1564","IPW","19.1716499328613"
"1565","MAGEA1","19.161865234375"
"1566","NLRP3","19.1595153808594"
"1567","DMD","19.156774520874"
"1568","MIR511","19.1564826965332"
"1569","WNT1","19.1482276916504"
"1570","CTSE","19.1475734710693"
"1571","MIR590","19.1465682983398"
"1572","AIFM1","19.1454277038574"
"1573","RACK1","19.1196365356445"
"1574","MIF-AS1","19.1091156005859"
"1575","REV3L","19.0927562713623"
"1576","IFNB1","19.0897064208984"
"1577","SOD2-OT1","19.0862331390381"
"1578","IL1R1","19.0678195953369"
"1579","EIF2B5","19.0505561828613"
"1580","PTCPRN","19.0352058410645"
"1581","UGT1A1","19.0339946746826"
"1582","BCR","19.0144805908203"
"1583","PELATON","18.994987487793"
"1584","RXRB","18.985725402832"
"1585","IGFBP1","18.9840965270996"
"1586","TNFRSF9","18.9788780212402"
"1587","EIF4G3","18.9783382415771"
"1588","ESRRA","18.9601383209229"
"1589","MECOM","18.9559650421143"
"1590","PEBP1","18.9480133056641"
"1591","CDH17","18.9377708435059"
"1592","NGF","18.9372177124023"
"1593","NDRG1","18.9337940216064"
"1594","MIR219A1","18.9333019256592"
"1595","TBCE","18.9308242797852"
"1596","BDNF","18.9301795959473"
"1597","EGOT","18.9291858673096"
"1598","PTPN12","18.9282054901123"
"1599","L1CAM","18.9263687133789"
"1600","ATP4A","18.9159679412842"
"1601","DSG2","18.9147491455078"
"1602","NCAPG","18.9125270843506"
"1603","SDC1","18.9078750610352"
"1604","VCAM1","18.8996353149414"
"1605","LCP1","18.89919090271"
"1606","VRK1","18.8946933746338"
"1607","KAT6B","18.891881942749"
"1608","S100A6","18.887035369873"
"1609","LOX","18.8817958831787"
"1610","HLA-C","18.8772621154785"
"1611","CSF3R","18.8612403869629"
"1612","HIPK3","18.8503723144531"
"1613","ITGB4","18.8458023071289"
"1614","KCNQ1","18.8355903625488"
"1615","FMN1","18.8321533203125"
"1616","MACF1","18.81884765625"
"1617","LGR5","18.8181114196777"
"1618","FGF8","18.8105049133301"
"1619","FOXC2-AS1","18.8032913208008"
"1620","CD9","18.7937622070313"
"1621","IGFBP5","18.7851409912109"
"1622","EDN1","18.7724380493164"
"1623","MIR196B","18.7716159820557"
"1624","REST","18.7658767700195"
"1625","POU3F3","18.7611236572266"
"1626","SLC25A25-AS1","18.7542953491211"
"1627","PTPN6","18.7499465942383"
"1628","ADPGK-AS1","18.7206764221191"
"1629","PAH","18.6892910003662"
"1630","IGFL2-AS1","18.6871147155762"
"1631","PBOV1","18.674955368042"
"1632","AMER1","18.6679058074951"
"1633","CCR5","18.6574954986572"
"1634","IL11","18.6569728851318"
"1635","PPP2R5C","18.6448421478271"
"1636","TFAP2A","18.6409740447998"
"1637","MIR92A2","18.6407470703125"
"1638","EHBP1","18.6364727020264"
"1639","MIR186","18.6349353790283"
"1640","RAC2","18.6279373168945"
"1641","MIR372","18.6236553192139"
"1642","BBC3","18.6207962036133"
"1643","TNFRSF1B","18.6189632415771"
"1644","EIF4E","18.6164379119873"
"1645","GFAP","18.6015472412109"
"1646","LINC00668","18.5955467224121"
"1647","GHRH","18.5779914855957"
"1648","TCO","18.5762977600098"
"1649","PHLPP1","18.5502090454102"
"1650","TLR3","18.5386447906494"
"1651","KRT14","18.537296295166"
"1652","ITIH5","18.5308952331543"
"1653","CHD8","18.5289726257324"
"1654","MT-ND1","18.5231437683105"
"1655","ASXL1","18.5182800292969"
"1656","CD81","18.5170669555664"
"1657","BCOR","18.5068969726563"
"1658","ID4","18.5062370300293"
"1659","GAS6-DT","18.5022029876709"
"1660","LINC00920","18.5017242431641"
"1661","LIG1","18.5010566711426"
"1662","SASH1","18.4999408721924"
"1663","TKT","18.4897499084473"
"1664","PTPN13","18.4858169555664"
"1665","FGF1","18.4846839904785"
"1666","TACC1","18.4833087921143"
"1667","LALTOP","18.477970123291"
"1668","STING1","18.4731712341309"
"1669","HIF1A-AS2","18.4636631011963"
"1670","TPM1","18.4510154724121"
"1671","SSTR5","18.44846534729"
"1672","RBL2","18.4381332397461"
"1673","ITGA3","18.4261512756348"
"1674","HNRNPU","18.4238224029541"
"1675","BTG2","18.4182319641113"
"1676","CTC1","18.4177284240723"
"1677","NOD2","18.4091262817383"
"1678","MDC1","18.4083766937256"
"1679","CXCL9","18.4078140258789"
"1680","CLDN4","18.4063930511475"
"1681","LZTS1","18.4027328491211"
"1682","KLK2","18.3858299255371"
"1683","HIP1","18.3794841766357"
"1684","FGF14-AS2","18.3741970062256"
"1685","DKK3","18.3374576568604"
"1686","ZNF281","18.331787109375"
"1687","NLRC4","18.3209743499756"
"1688","SYNE1","18.3119373321533"
"1689","HLA-F-AS1","18.3029441833496"
"1690","PTPN1","18.2962245941162"
"1691","TJP1","18.2954025268555"
"1692","STIM1","18.2927074432373"
"1693","PITPNA-AS1","18.2895336151123"
"1694","KCNN3","18.2876281738281"
"1695","PXN","18.2856502532959"
"1696","RUNX1T1","18.2807121276855"
"1697","LGALS3BP","18.2804336547852"
"1698","PIK3C3","18.2720947265625"
"1699","DSP","18.2507209777832"
"1700","PCAT29","18.2504997253418"
"1701","ITGB2","18.2487468719482"
"1702","SNHG22","18.2436370849609"
"1703","NES","18.2277603149414"
"1704","EMSY","18.223949432373"
"1705","EHMT2","18.2237510681152"
"1706","EIF3J-DT","18.2198085784912"
"1707","MIR495","18.2146053314209"
"1708","SREBF1","18.2135047912598"
"1709","MACC1","18.2095813751221"
"1710","ARHGAP26","18.2046966552734"
"1711","CACNA1S","18.1950054168701"
"1712","DOT1L","18.192024230957"
"1713","DLGAP1-AS2","18.1898593902588"
"1714","LINC01535","18.1857585906982"
"1715","PRKCE","18.1845741271973"
"1716","PYHIN1","18.1836814880371"
"1717","CCNA1","18.183666229248"
"1718","LINC00887","18.1815395355225"
"1719","KLC1","18.173433303833"
"1720","ZNF304","18.166431427002"
"1721","SMARCAL1","18.1649055480957"
"1722","EPO","18.1555938720703"
"1723","LNCOC1","18.1422424316406"
"1724","IL7","18.1342620849609"
"1725","IL16","18.1038017272949"
"1726","LINC01410","18.1033763885498"
"1727","GATA4","18.0961494445801"
"1728","APAF1","18.0858516693115"
"1729","PSTPIP1","18.0806198120117"
"1730","KCNJ10","18.0788841247559"
"1731","GZMB","18.0775814056396"
"1732","COPS6","18.0750503540039"
"1733","CSK","18.0683059692383"
"1734","GPT","18.0633869171143"
"1735","MIR376A1","18.0608386993408"
"1736","ANO1","18.0606880187988"
"1737","RAB27A","18.057746887207"
"1738","THBD","18.0564994812012"
"1739","MIR508","18.0352172851563"
"1740","CHAC1","18.0351276397705"
"1741","CCNG1","18.0306358337402"
"1742","TRAF5","18.016321182251"
"1743","MIRLET7A2","18.0074234008789"
"1744","PRKCB","18.0051536560059"
"1745","LINC00339","18.0034122467041"
"1746","RPTOR","18.0032386779785"
"1747","MSTO2P","18.0013122558594"
"1748","SEZ6L","17.9969997406006"
"1749","HEPACAM","17.9968643188477"
"1750","PRPF31","17.9933414459229"
"1751","DLGAP1-AS1","17.9913425445557"
"1752","ENPP7","17.9897956848145"
"1753","AGR2","17.9873466491699"
"1754","MIR337","17.9834728240967"
"1755","PRMT1","17.9566383361816"
"1756","LINC00589","17.9453067779541"
"1757","GAL","17.9444732666016"
"1758","CBY1","17.9303531646729"
"1759","HOXC-AS3","17.9228534698486"
"1760","MIR423","17.9190120697021"
"1761","JMJD1C","17.9186096191406"
"1762","HUWE1","17.9184074401855"
"1763","ACE","17.9157466888428"
"1764","NR3C2","17.9135818481445"
"1765","HK2","17.9079437255859"
"1766","TRPM3","17.9052867889404"
"1767","SNCG","17.895824432373"
"1768","MIR99B","17.884069442749"
"1769","TUBA4B","17.8606014251709"
"1770","ALCAM","17.8593902587891"
"1771","BCAR3","17.8588256835938"
"1772","SIRT6","17.8565139770508"
"1773","TGM2","17.856502532959"
"1774","BACH1","17.8505077362061"
"1775","DCK","17.8466377258301"
"1776","LOC130064074","17.8401775360107"
"1777","HLA-DPB1","17.839958190918"
"1778","CCND2-AS1","17.8397045135498"
"1779","ALPP","17.8333759307861"
"1780","TXN","17.8242073059082"
"1781","POLR1HASP","17.8205089569092"
"1782","PKD1","17.8180351257324"
"1783","FPR1","17.8105869293213"
"1784","NRCAM","17.8037910461426"
"1785","POGZ","17.7913093566895"
"1786","SEMA3B-AS1","17.7869987487793"
"1787","PLK2","17.7818641662598"
"1788","CBLB","17.7797393798828"
"1789","ESS2","17.7686901092529"
"1790","MT1JP","17.7679805755615"
"1791","FEN1","17.7550926208496"
"1792","S100A8","17.7455101013184"
"1793","TNS3","17.7375183105469"
"1794","HLA-G","17.7355155944824"
"1795","DDX3X","17.7353210449219"
"1796","IKBKE","17.732967376709"
"1797","DUXAP10","17.7322235107422"
"1798","MYCBP2","17.7264747619629"
"1799","LINC01315","17.721565246582"
"1800","SCG5","17.7180652618408"
"1801","ATG13","17.702299118042"
"1802","TRU-TCA1-1","17.694845199585"
"1803","MIRLET7F2","17.6899452209473"
"1804","THCAT155","17.6713905334473"
"1805","ST8SIA6-AS1","17.6680908203125"
"1806","HSPA8","17.6605358123779"
"1807","SLC34A2","17.6564922332764"
"1808","H3-3A","17.6562061309814"
"1809","ABCE1","17.6487693786621"
"1810","MCM7","17.6477718353271"
"1811","GSN","17.6457557678223"
"1812","SIX1","17.644323348999"
"1813","SRSF2","17.6428661346436"
"1814","TOP2B","17.6338748931885"
"1815","MIR198","17.6266574859619"
"1816","EREG","17.6172561645508"
"1817","CD47","17.6167678833008"
"1818","PGM5-AS1","17.6159439086914"
"1819","PDE8B","17.6153316497803"
"1820","MYRF","17.607479095459"
"1821","FOXI1","17.6059837341309"
"1822","MYCL","17.6056156158447"
"1823","CST3","17.6051559448242"
"1824","CEP57","17.6022357940674"
"1825","GPX1","17.5904922485352"
"1826","DAXX","17.5797309875488"
"1827","LOC129934333","17.5757179260254"
"1828","SLC29A1","17.5655612945557"
"1829","HDAC3","17.5593929290771"
"1830","CIP2A","17.5588226318359"
"1831","HSPG2","17.5478782653809"
"1832","NOS3","17.546070098877"
"1833","GPR161","17.5217628479004"
"1834","CD27","17.5054492950439"
"1835","CUL3","17.5048408508301"
"1836","FGF19","17.5021305084229"
"1837","IFIH1","17.4995746612549"
"1838","CHI3L1","17.4960994720459"
"1839","AGER","17.4841041564941"
"1840","GPC6","17.4830226898193"
"1841","TYR","17.4803848266602"
"1842","PRDM1","17.4760360717773"
"1843","VCAN","17.4747676849365"
"1844","LINC01638","17.4744071960449"
"1845","RYR1","17.4694328308105"
"1846","JAZF1","17.467004776001"
"1847","VTCN1","17.4636039733887"
"1848","LPAR4","17.4602642059326"
"1849","ILK","17.4584350585938"
"1850","LINC00667","17.4574012756348"
"1851","NR2C2","17.4560852050781"
"1852","POLR2E","17.455286026001"
"1853","CCL21","17.4459247589111"
"1854","TFAP2A-AS1","17.439790725708"
"1855","GRHL2-DT","17.4257869720459"
"1856","HNRNPA1","17.4255123138428"
"1857","SLC16A10","17.4194183349609"
"1858","SFRP1","17.4133148193359"
"1859","WNT3A","17.4117069244385"
"1860","MYH11","17.401195526123"
"1861","FGF23","17.396764755249"
"1862","E2F4","17.3942394256592"
"1863","ZNF217","17.3909549713135"
"1864","MIR154","17.3883495330811"
"1865","TERF2IP","17.3856887817383"
"1866","LINC02381","17.3742790222168"
"1867","LINC00641","17.3729438781738"
"1868","MIR340","17.3719654083252"
"1869","DEK","17.3718872070313"
"1870","IRF4","17.3659477233887"
"1871","USP2-AS1","17.3637065887451"
"1872","NOP10","17.3626136779785"
"1873","HMMR-AS1","17.3542900085449"
"1874","NRON","17.350772857666"
"1875","CAT","17.337516784668"
"1876","AKAP1","17.3372268676758"
"1877","MIR20B","17.3364753723145"
"1878","TTK","17.3356552124023"
"1879","CUL2","17.3261108398438"
"1880","VWF","17.3197555541992"
"1881","RASGRP1","17.3187656402588"
"1882","KLK6","17.3178195953369"
"1883","MIR515-1","17.3173313140869"
"1884","RASA2","17.3093967437744"
"1885","NR4A3","17.3087711334229"
"1886","MTHFD1","17.3026905059814"
"1887","SPINT1-AS1","17.2953872680664"
"1888","MSH5","17.2943248748779"
"1889","THBS3","17.2932624816895"
"1890","PTGER2","17.2905521392822"
"1891","POLH","17.2903785705566"
"1892","ETS2","17.288875579834"
"1893","SOS2","17.2843799591064"
"1894","CUX1","17.2814331054688"
"1895","MIR205HG","17.2674121856689"
"1896","ABCC3","17.2596569061279"
"1897","SLC1A5","17.2592868804932"
"1898","CTTN","17.2548351287842"
"1899","FGF9","17.2515602111816"
"1900","OPCML","17.2441368103027"
"1901","LOC126807437","17.243558883667"
"1902","SMUG1","17.2426719665527"
"1903","HSD17B1","17.2358894348145"
"1904","NNMT","17.2329406738281"
"1905","DDX41","17.2315940856934"
"1906","WIF1","17.2305011749268"
"1907","ATG7","17.2202644348145"
"1908","INTS3","17.220157623291"
"1909","MIR29B1","17.1939086914063"
"1910","CCL20","17.1874217987061"
"1911","TTTY15","17.1725368499756"
"1912","MSN","17.1713199615479"
"1913","SGK1","17.1610870361328"
"1914","TSSK6","17.1508636474609"
"1915","SF3B3","17.1475486755371"
"1916","ACVR1","17.1458206176758"
"1917","RECQL5","17.1437244415283"
"1918","ISG15","17.1436519622803"
"1919","TMEM132E","17.1220798492432"
"1920","SNORD15A","17.1194248199463"
"1921","DUSP6","17.1185626983643"
"1922","F2","17.1178646087646"
"1923","ZNRF3","17.1174468994141"
"1924","RRAS","17.1106986999512"
"1925","ADAMTS3","17.1102027893066"
"1926","PRSS22","17.1073875427246"
"1927","SLC16A4","17.1069450378418"
"1928","DNA2","17.102222442627"
"1929","RELB","17.095724105835"
"1930","LRRK2","17.0838260650635"
"1931","VCL","17.0739898681641"
"1932","EMX2OS","17.0660877227783"
"1933","CDK7","17.0648670196533"
"1934","PPRC1","17.0623912811279"
"1935","TSHZ3","17.0386390686035"
"1936","APTR","17.0375499725342"
"1937","MBL2","17.0179615020752"
"1938","IFNG-AS1","17.0154762268066"
"1939","DCN","17.0096015930176"
"1940","CRIPTO","16.9980278015137"
"1941","KAT2B","16.9968795776367"
"1942","MAPK7","16.995080947876"
"1943","GLIS2","16.9941463470459"
"1944","IL12B","16.9768562316895"
"1945","USP30-AS1","16.974308013916"
"1946","MAD2L1","16.9601097106934"
"1947","ARNT","16.9564266204834"
"1948","ADRB2","16.9521560668945"
"1949","NLRP1","16.9144878387451"
"1950","SCAI","16.9140338897705"
"1951","TGFB3","16.9117126464844"
"1952","TUSC8","16.9113311767578"
"1953","EPIST","16.9068470001221"
"1954","GREB1","16.9040699005127"
"1955","C20orf204","16.8970375061035"
"1956","HSF1","16.8898735046387"
"1957","LTA","16.8861923217773"
"1958","MCM3","16.8841323852539"
"1959","TNFRSF6B","16.8745536804199"
"1960","EED","16.8736000061035"
"1961","POLN","16.8669624328613"
"1962","GAS6-AS1","16.864501953125"
"1963","KLK8","16.8524761199951"
"1964","FAM83A-AS1","16.8501262664795"
"1965","RASA1","16.8462543487549"
"1966","ADGRE5","16.8445205688477"
"1967","DPP10-AS1","16.8413181304932"
"1968","TRIM52-AS1","16.8408355712891"
"1969","MST1","16.839469909668"
"1970","STAT4","16.8269653320313"
"1971","RHOB","16.8221626281738"
"1972","CCDC144NL-AS1","16.8213558197021"
"1973","GDF10","16.8034362792969"
"1974","SPATA18","16.7979068756104"
"1975","ARHGEF15","16.7887077331543"
"1976","DNAH8","16.7884845733643"
"1977","LOC130006206","16.7860736846924"
"1978","GRN","16.7789173126221"
"1979","BIRC7","16.7779521942139"
"1980","SETBP1","16.7757034301758"
"1981","TNFRSF14","16.7743339538574"
"1982","PIK3R3","16.7648048400879"
"1983","GRM8","16.7610816955566"
"1984","PCAT2","16.7585716247559"
"1985","EPHX1","16.7501201629639"
"1986","ACP1","16.7469444274902"
"1987","MVP","16.7418575286865"
"1988","CEP85L","16.7384624481201"
"1989","GPX4","16.7319984436035"
"1990","BNIP3","16.7305660247803"
"1991","PHGDH","16.7195301055908"
"1992","HSP90AB1","16.7057342529297"
"1993","IRF8","16.7043952941895"
"1994","TNFRSF13B","16.6905002593994"
"1995","PLVAP","16.6866836547852"
"1996","TMEM147-AS1","16.6742305755615"
"1997","RPS27A","16.6691226959229"
"1998","NR5A1","16.6668281555176"
"1999","UHRF1","16.6599407196045"
"2000","NGFR","16.6514377593994"
"2001","IKZF3","16.646276473999"
"2002","KIF16B","16.6396827697754"
"2003","MIR455","16.6378917694092"
"2004","SOX10","16.6363048553467"
"2005","EYA1","16.6323490142822"
"2006","HOXA9","16.6258888244629"
"2007","HP","16.6155815124512"
"2008","ADRM1","16.6155414581299"
"2009","RMI1","16.6138534545898"
"2010","VTN","16.605297088623"
"2011","SELE","16.6042652130127"
"2012","ZFHX4-AS1","16.5955619812012"
"2013","LATS2","16.5934028625488"
"2014","LASP1","16.5915260314941"
"2015","ZAP70","16.5841941833496"
"2016","AKR1C3","16.5835914611816"
"2017","VCAN-AS1","16.5778846740723"
"2018","PALM2AKAP2","16.5742263793945"
"2019","MIR497HG","16.5738887786865"
"2020","DIAPH1","16.5715484619141"
"2021","GATD3","16.5670738220215"
"2022","MTAP","16.5662002563477"
"2023","PGK1","16.5591278076172"
"2024","PCGF2","16.5575637817383"
"2025","PLAG1","16.5544719696045"
"2026","BTNL2","16.545280456543"
"2027","FGD2","16.5441131591797"
"2028","KIF11","16.5424709320068"
"2029","RAP1A","16.5324172973633"
"2030","RHOC","16.5313720703125"
"2031","CCBE1","16.5258007049561"
"2032","SLC16A1","16.5184631347656"
"2033","AOC4P","16.5111923217773"
"2034","S100A9","16.5067138671875"
"2035","CCR6","16.5032825469971"
"2036","WDFY3","16.4988307952881"
"2037","PDE11A","16.4972095489502"
"2038","ROR1-AS1","16.4885654449463"
"2039","MIR605","16.4871997833252"
"2040","ARID2","16.4862670898438"
"2041","MIR582","16.4852867126465"
"2042","WNT4","16.485258102417"
"2043","ZNF407-AS1","16.4580039978027"
"2044","LIN28B","16.4565143585205"
"2045","SFTA1P","16.454460144043"
"2046","HSPA1A","16.4530963897705"
"2047","ADAM10","16.4474124908447"
"2048","ZMAT3","16.4461879730225"
"2049","TIGIT","16.4341621398926"
"2050","UBE2T","16.4250144958496"
"2051","DIS3L","16.4244327545166"
"2052","LHCGR","16.4182281494141"
"2053","SSBP2","16.4018249511719"
"2054","MIR9-3","16.398796081543"
"2055","TATDN1","16.3976802825928"
"2056","GATA3-AS1","16.3971843719482"
"2057","CDH13","16.3915996551514"
"2058","LINC01559","16.3886184692383"
"2059","FOXD3","16.3857269287109"
"2060","RSPO2","16.3836994171143"
"2061","MIR627","16.3793182373047"
"2062","SPRED1","16.3785037994385"
"2063","CDK8","16.3703899383545"
"2064","CEMIP","16.3699645996094"
"2065","KLK10","16.3679962158203"
"2066","LPAR3","16.3650512695313"
"2067","DLK1","16.3606414794922"
"2068","GADD45B","16.3520545959473"
"2069","TXNRD1","16.3450622558594"
"2070","RPL11","16.3439292907715"
"2071","TMEFF2","16.3420448303223"
"2072","DAB2IP","16.34157371521"
"2073","ACKR3","16.3322792053223"
"2074","KLF9","16.3224830627441"
"2075","NTN4","16.3207683563232"
"2076","ATF4","16.319881439209"
"2077","SPINT2","16.3136463165283"
"2078","EDNRA","16.3083419799805"
"2079","CCNE2","16.3017826080322"
"2080","MIR449A","16.2966957092285"
"2081","LOC126861339","16.2946319580078"
"2082","DHRS3","16.2914581298828"
"2083","LDOC1","16.2811717987061"
"2084","HIPK2","16.2766380310059"
"2085","EPHA5","16.2742671966553"
"2086","LINC01705","16.2580032348633"
"2087","REN","16.2480201721191"
"2088","DLL4","16.2465686798096"
"2089","CXCL5","16.240198135376"
"2090","PNN","16.2393760681152"
"2091","MT-CO2","16.2355117797852"
"2092","KDM5B","16.227222442627"
"2093","IFNGR2","16.2263126373291"
"2094","TRAF2","16.2242813110352"
"2095","PROX1-AS1","16.2226486206055"
"2096","LINC02273","16.2073440551758"
"2097","CAND1","16.2039566040039"
"2098","NUTM2A-AS1","16.1999473571777"
"2099","ENTREP1","16.1987590789795"
"2100","SORBS1","16.1978874206543"
"2101","RGMB-AS1","16.1957664489746"
"2102","S100A2","16.1938819885254"
"2103","IGF2BP1","16.1924114227295"
"2104","GPR55","16.1754589080811"
"2105","LINC00885","16.1742744445801"
"2106","SMC1A","16.1641330718994"
"2107","ANKRD26","16.1571731567383"
"2108","NUTM1","16.1570816040039"
"2109","HSP90B1","16.1532821655273"
"2110","VTI1A","16.1532249450684"
"2111","ATF1","16.1489162445068"
"2112","TUBB","16.1446685791016"
"2113","SELENBP1","16.1408958435059"
"2114","STIL","16.1347503662109"
"2115","CDC20","16.1343746185303"
"2116","TCL6","16.1269416809082"
"2117","EWSAT1","16.1249980926514"
"2118","ZNF136","16.1228084564209"
"2119","PTGDR","16.1201210021973"
"2120","RETN","16.1180553436279"
"2121","MIER3","16.1168994903564"
"2122","PPP1R3C","16.1154155731201"
"2123","NUMA1","16.1143951416016"
"2124","GASAL1","16.1003150939941"
"2125","LINC00630","16.0992450714111"
"2126","MIR422A","16.0973739624023"
"2127","LINC01564","16.0957584381104"
"2128","NCAPG2","16.091402053833"
"2129","DOCK8","16.0881576538086"
"2130","IGFBP4","16.084005355835"
"2131","ATP2B4","16.0806636810303"
"2132","BTRC","16.0611686706543"
"2133","KLF2","16.0551090240479"
"2134","PTGER4","16.0510883331299"
"2135","ALOX5","16.0510215759277"
"2136","LINC02145","16.0496234893799"
"2137","VAV3","16.0461540222168"
"2138","LINC01123","16.0450057983398"
"2139","PAX3","16.0440406799316"
"2140","TNC","16.0426235198975"
"2141","ETV5","16.0381622314453"
"2142","SLC16A1-AS1","16.0375804901123"
"2143","DNM3OS","16.0322265625"
"2144","GPI","16.0311050415039"
"2145","LINC00319","16.02659034729"
"2146","ST14","16.0225410461426"
"2147","B3GALT5-AS1","16.0156421661377"
"2148","MRPS30-DT","16.0123691558838"
"2149","ECM1","16.0094738006592"
"2150","SKP1","16.005090713501"
"2151","MIR129-2","16.0021324157715"
"2152","HOXB-AS1","15.9990386962891"
"2153","RPS19","15.9862089157104"
"2154","CRTC3","15.9842681884766"
"2155","PRDX1","15.9410991668701"
"2156","WNK2","15.9383602142334"
"2157","HPSE","15.9379730224609"
"2158","PSMG3-AS1","15.9362726211548"
"2159","CD58","15.9345397949219"
"2160","COPS5","15.9324588775635"
"2161","CSMD2","15.9291114807129"
"2162","PTPRK","15.917706489563"
"2163","NAT1","15.9146203994751"
"2164","MAP3K7","15.9108247756958"
"2165","IL5","15.9056377410889"
"2166","SLC33A1","15.9041481018066"
"2167","SEMA4A","15.9025640487671"
"2168","FOSL1","15.8973121643066"
"2169","PRECSIT","15.8939571380615"
"2170","AKT1S1","15.8890113830566"
"2171","LIMK1","15.886305809021"
"2172","RYR2","15.8853454589844"
"2173","PIGH","15.8849754333496"
"2174","MYO18A","15.8826370239258"
"2175","ACTN4","15.8762378692627"
"2176","NIHCOLE","15.8746185302734"
"2177","MIR199A2","15.866943359375"
"2178","UNG","15.8639154434204"
"2179","EIF3E","15.8618812561035"
"2180","NSUN2","15.8558740615845"
"2181","FARP1","15.8506107330322"
"2182","MIR124-1HG","15.8501615524292"
"2183","MIR500A","15.8477487564087"
"2184","SERPINE2","15.8468790054321"
"2185","NTPCR","15.8449363708496"
"2186","CACNA2D1","15.8268270492554"
"2187","DDX21","15.819785118103"
"2188","MIR487B","15.8147668838501"
"2189","KLHL20","15.8129558563232"
"2190","RPL34-DT","15.8128232955933"
"2191","MST1R","15.8107233047485"
"2192","MED16","15.8056488037109"
"2193","FYN","15.801194190979"
"2194","PSMB9","15.7972545623779"
"2195","LINC03052","15.7964811325073"
"2196","AFAP1","15.7962064743042"
"2197","NEK6","15.7831401824951"
"2198","IL12RB1","15.7804203033447"
"2199","UBE2R2-AS1","15.7715435028076"
"2200","MCM4","15.7709856033325"
"2201","ARMC12","15.7682189941406"
"2202","RPS6","15.7536754608154"
"2203","ATAD2","15.7482089996338"
"2204","VIP","15.7380619049072"
"2205","CD79B","15.7373342514038"
"2206","A2M-AS1","15.7344093322754"
"2207","VSIR","15.7322206497192"
"2208","TCF12","15.7307958602905"
"2209","IGFBP6","15.7266225814819"
"2210","SMC5","15.7253818511963"
"2211","ADH1B","15.7176332473755"
"2212","CT45A1","15.7142601013184"
"2213","CD63","15.7052803039551"
"2214","VIRMA","15.6967458724976"
"2215","COLCA1","15.6915054321289"
"2216","KDM5A","15.6875915527344"
"2217","NR4A2","15.6811819076538"
"2218","SLCO4A1","15.6791906356812"
"2219","CTBP1-AS","15.6736402511597"
"2220","ZNF184","15.6624269485474"
"2221","FRS2","15.6600093841553"
"2222","IL24","15.6596717834473"
"2223","KSR1","15.6561965942383"
"2224","SLC3A2","15.6553936004639"
"2225","MTUS1","15.650562286377"
"2226","ECT2","15.6501731872559"
"2227","RPL15","15.6437473297119"
"2228","ENOX1","15.6365718841553"
"2229","DPPA4","15.63450050354"
"2230","HSPA9","15.6336784362793"
"2231","CDK9","15.6308345794678"
"2232","MIR608","15.6242752075195"
"2233","BAG3","15.6238784790039"
"2234","MIR452","15.6178150177002"
"2235","RBM15","15.6166553497314"
"2236","AICDA","15.6165323257446"
"2237","MINCR","15.6158666610718"
"2238","IL4R","15.6153316497803"
"2239","DPH7","15.610221862793"
"2240","KMT2B","15.6100301742554"
"2241","NKX2-1-AS1","15.6018905639648"
"2242","CXCR5","15.5957870483398"
"2243","PPP6R2","15.5894441604614"
"2244","MIR4733HG","15.5843095779419"
"2245","ERCC6L2","15.5745191574097"
"2246","DUSP1","15.5723237991333"
"2247","IGH","15.567554473877"
"2248","CD19","15.5634508132935"
"2249","EIF2AK2","15.5609579086304"
"2250","LINC01819","15.5338220596313"
"2251","ANO9","15.5315189361572"
"2252","CCR2","15.5314979553223"
"2253","HPGD","15.5312814712524"
"2254","ENTPD1","15.5312786102295"
"2255","P4HB","15.5267400741577"
"2256","RARS1","15.5245418548584"
"2257","LINC00365","15.5140581130981"
"2258","MTRR","15.5137186050415"
"2259","POLB","15.5073843002319"
"2260","PRPF8","15.5055541992188"
"2261","TNFRSF10C","15.5040225982666"
"2262","CIB1","15.4975624084473"
"2263","TRHDE-AS1","15.4896488189697"
"2264","HSD3B2","15.489556312561"
"2265","DMBT1","15.4833879470825"
"2266","FUT8","15.4833078384399"
"2267","GPSM2","15.4827651977539"
"2268","RAN","15.4816160202026"
"2269","ESRRB","15.4795913696289"
"2270","CXCL13","15.478630065918"
"2271","PSMC5","15.474235534668"
"2272","MAP2K3","15.4703645706177"
"2273","HEY1","15.4693222045898"
"2274","MECP2","15.4636240005493"
"2275","ZFP36","15.4582529067993"
"2276","NALT1","15.4565553665161"
"2277","PGBD3","15.4517755508423"
"2278","ALDOA","15.4516563415527"
"2279","PEG10","15.444486618042"
"2280","CKAP5","15.4429616928101"
"2281","GAS6","15.4408397674561"
"2282","MIR485","15.4383516311646"
"2283","TNS4","15.4381551742554"
"2284","SYNGR1","15.4342756271362"
